 	no	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory	x_corr[um]	y_corr[um]	Time	st dev x	st dev y
43	12864	45.353	118.292	2469.994	1712.936	0.544	0.529	376	16	0.027	-0.150	56.400	0.026	0.053
44	12865	45.769	122.650	2470.023	1712.948	0.544	0.507	377	16	0.049	-0.139	56.550	0.026	0.052
45	12866	45.727	122.135	2469.992	1712.986	0.528	0.503	378	16	0.013	-0.075	56.700	0.026	0.043
46	12867	45.886	123.236	2470.002	1712.923	0.559	0.522	379	16	0.023	-0.161	56.850	0.025	0.044
47	12868	45.310	120.560	2470.008	1712.974	0.549	0.513	380	16	0.047	-0.094	57.000	0.025	0.043
48	12869	45.269	118.570	2469.991	1713.012	0.547	0.525	381	16	0.015	-0.015	57.150	0.025	0.047
49	12870	45.273	119.461	2470.020	1712.934	0.534	0.519	382	16	0.073	-0.133	57.300	0.027	0.042
50	12871	45.300	119.469	2470.016	1712.987	0.540	0.512	383	16	0.038	-0.058	57.450	0.027	0.045
51	12872	45.350	123.599	2470.012	1712.866	0.539	0.511	384	16	0.061	-0.248	57.600	0.026	0.053
52	12873	45.046	123.796	2470.013	1712.839	0.549	0.504	385	16	0.049	-0.282	57.750	0.026	0.064
53	12874	45.076	123.982	2470.009	1712.863	0.542	0.512	386	16	0.051	-0.229	57.900	0.026	0.067
54	12875	45.025	120.094	2469.983	1712.965	0.551	0.514	387	16	0.016	-0.089	58.050	0.026	0.068
55	12876	45.393	118.428	2469.991	1712.980	0.555	0.504	388	16	0.033	-0.060	58.200	0.026	0.070
56	12877	45.601	125.490	2470.020	1712.967	0.534	0.502	389	16	0.077	-0.087	58.350	0.028	0.068
57	12878	45.690	122.311	2470.001	1712.929	0.548	0.496	390	16	0.038	-0.128	58.500	0.028	0.068
58	12879	45.343	121.555	2470.026	1712.934	0.552	0.502	391	16	0.074	-0.116	58.650	0.028	0.067
59	12880	45.384	120.046	2470.019	1712.918	0.556	0.510	392	16	0.078	-0.150	58.800	0.023	0.067
60	12881	44.773	121.377	2470.019	1712.965	0.553	0.516	393	16	0.066	-0.067	58.950	0.024	0.068
61	12882	45.733	124.450	2469.978	1712.960	0.539	0.506	394	16	0.015	-0.074	59.100	0.024	0.068
62	12883	45.478	121.622	2469.995	1712.962	0.553	0.509	395	16	0.026	-0.053	59.250	0.022	0.069
63	12884	45.317	121.298	2470.000	1712.937	0.538	0.517	396	16	0.035	-0.077	59.400	0.022	0.070
64	12885	45.249	121.988	2469.978	1712.958	0.552	0.507	397	16	-0.012	-0.070	59.550	0.025	0.070
65	12886	45.608	124.894	2469.996	1712.911	0.548	0.516	398	16	0.019	-0.153	59.700	0.025	0.070
66	12887	45.441	120.161	2469.995	1712.890	0.550	0.509	399	16	0.033	-0.178	59.850	0.025	0.071
67	12888	45.248	122.418	2469.980	1712.937	0.548	0.513	400	16	0.019	-0.093	60.000	0.025	0.071
68	12889	45.189	123.214	2469.969	1712.960	0.544	0.508	401	16	-0.021	-0.057	60.150	0.028	0.068
69	12890	45.173	119.148	2469.975	1712.917	0.550	0.519	402	16	0.010	-0.094	60.300	0.028	0.068
70	12891	45.017	120.793	2469.971	1712.911	0.561	0.510	403	16	0.001	-0.116	60.450	0.029	0.067
71	12892	44.912	120.314	2470.011	1712.918	0.545	0.513	404	16	0.072	-0.113	60.600	0.029	0.060
72	12893	45.391	121.447	2469.987	1712.931	0.530	0.525	405	16	0.041	-0.081	60.750	0.029	0.045
73	12894	45.526	124.305	2469.989	1712.888	0.535	0.504	406	16	0.037	-0.148	60.900	0.029	0.036
74	12895	45.529	124.202	2469.991	1712.911	0.543	0.503	407	16	0.037	-0.107	61.050	0.029	0.036
75	12896	45.348	121.146	2469.950	1713.027	0.542	0.507	408	16	-0.026	0.071	61.200	0.032	0.052
76	12897	45.248	121.666	2469.985	1713.068	0.541	0.505	409	16	0.047	0.132	61.350	0.030	0.073
77	12898	45.008	121.053	2469.975	1712.929	0.539	0.520	410	16	0.031	-0.092	61.500	0.030	0.072
78	12899	45.539	120.518	2469.966	1712.883	0.534	0.518	411	16	-0.002	-0.151	61.650	0.029	0.073
79	12900	45.171	120.790	2469.983	1712.975	0.549	0.520	412	16	0.042	0.006	61.800	0.026	0.074
80	12901	45.571	121.609	2469.968	1712.978	0.536	0.500	413	16	0.029	-0.006	61.950	0.024	0.076
81	12902	45.526	116.729	2469.978	1712.919	0.553	0.518	414	16	0.049	-0.095	62.100	0.025	0.076
82	12903	45.395	120.449	2469.964	1712.908	0.548	0.515	415	16	0.004	-0.117	62.250	0.025	0.076
83	12904	45.241	123.022	2469.986	1712.901	0.536	0.501	416	16	0.062	-0.118	62.400	0.027	0.077
84	12905	45.237	118.406	2469.959	1712.951	0.547	0.502	417	16	0.026	-0.067	62.550	0.026	0.077
85	12906	45.379	116.273	2469.962	1712.949	0.549	0.503	418	16	0.002	-0.045	62.700	0.026	0.075
86	12907	45.251	122.978	2469.995	1712.919	0.548	0.513	419	16	0.090	-0.120	62.850	0.030	0.072
87	12908	45.319	121.533	2469.944	1712.959	0.545	0.509	421	16	-0.001	-0.045	63.150	0.030	0.072
88	12909	45.295	120.387	2469.953	1713.039	0.538	0.502	422	16	0.004	0.093	63.300	0.029	0.081
89	12910	45.264	124.466	2469.947	1712.926	0.533	0.501	423	16	0.004	-0.091	63.450	0.029	0.080
90	12911	45.077	126.438	2469.926	1712.899	0.533	0.510	424	16	-0.029	-0.116	63.600	0.031	0.080
91	12912	45.151	121.361	2469.972	1712.949	0.552	0.500	425	16	0.066	-0.060	63.750	0.031	0.080
92	12913	45.312	124.269	2469.952	1712.964	0.535	0.515	426	16	0.021	-0.048	63.900	0.031	0.079
93	12914	45.261	123.180	2469.975	1712.918	0.544	0.510	427	16	0.054	-0.107	64.050	0.031	0.077
94	12915	45.360	119.746	2469.982	1712.922	0.552	0.513	428	16	0.085	-0.094	64.200	0.034	0.077
95	12916	45.470	123.583	2469.974	1712.930	0.547	0.515	429	16	0.068	-0.090	64.350	0.032	0.072
96	12917	45.366	122.217	2470.001	1712.891	0.547	0.499	430	16	0.108	-0.149	64.500	0.036	0.058
97	12918	45.315	123.537	2469.991	1712.856	0.545	0.495	431	16	0.062	-0.174	64.650	0.037	0.062
98	12919	45.228	121.466	2469.992	1712.911	0.555	0.514	432	16	0.100	-0.098	64.800	0.038	0.060
99	12920	45.086	121.238	2469.965	1712.965	0.559	0.500	433	16	0.062	0.002	64.950	0.038	0.059
100	12921	45.143	121.365	2469.989	1712.875	0.558	0.498	434	16	0.075	-0.144	65.100	0.039	0.059
101	12922	45.510	120.988	2469.985	1712.854	0.545	0.518	435	16	0.086	-0.186	65.250	0.040	0.063
102	12923	46.053	122.116	2469.960	1712.881	0.543	0.515	436	16	0.047	-0.130	65.400	0.039	0.063
103	12924	44.979	122.475	2469.989	1712.946	0.539	0.504	437	16	0.093	-0.024	65.550	0.040	0.065
104	12925	45.193	122.406	2469.988	1712.941	0.545	0.506	438	16	0.081	-0.042	65.700	0.040	0.065
105	12926	44.981	122.489	2469.980	1712.951	0.543	0.523	439	16	0.111	-0.006	65.850	0.040	0.067
106	12927	45.289	127.841	2469.973	1712.887	0.532	0.500	440	16	0.072	-0.130	66.000	0.039	0.067
107	12928	45.776	120.724	2469.986	1712.913	0.543	0.514	441	16	0.083	-0.076	66.150	0.037	0.067
108	12929	45.295	123.442	2469.980	1712.931	0.549	0.520	442	16	0.083	-0.052	66.300	0.035	0.053
109	12930	45.618	120.636	2469.963	1712.929	0.543	0.503	443	16	0.078	-0.074	66.450	0.031	0.053
110	12931	45.051	119.745	2469.943	1712.961	0.542	0.507	444	16	0.048	-0.026	66.600	0.022	0.055
111	12932	45.161	123.477	2469.948	1713.036	0.540	0.517	445	16	0.075	0.110	66.750	0.022	0.070
112	12933	45.477	120.582	2469.946	1713.055	0.542	0.520	446	16	0.076	0.130	66.900	0.018	0.084
113	12934	45.281	125.675	2469.925	1713.004	0.542	0.516	447	16	0.021	0.074	67.050	0.021	0.089
114	12935	45.160	119.652	2469.949	1712.950	0.554	0.503	448	16	0.069	-0.032	67.200	0.021	0.089
115	12936	45.046	125.828	2469.962	1712.875	0.538	0.499	449	16	0.109	-0.143	67.350	0.022	0.090
116	12937	45.651	121.624	2469.931	1712.875	0.540	0.504	450	16	0.051	-0.142	67.500	0.022	0.090
117	12938	45.788	124.082	2469.941	1712.903	0.534	0.499	451	16	0.060	-0.081	67.650	0.022	0.086
118	12939	45.165	122.863	2469.937	1712.916	0.547	0.518	452	16	0.058	-0.074	67.800	0.021	0.086
119	12940	45.599	123.398	2469.929	1712.907	0.540	0.507	453	16	0.055	-0.100	67.950	0.022	0.085
120	12941	45.083	121.080	2469.938	1712.869	0.548	0.517	454	16	0.065	-0.147	68.100	0.022	0.086
121	12942	44.887	123.395	2469.960	1712.838	0.533	0.504	455	16	0.118	-0.178	68.250	0.024	0.085
122	12943	45.065	124.429	2469.940	1712.839	0.536	0.513	456	16	0.081	-0.193	68.400	0.023	0.089
123	12944	45.221	124.501	2469.915	1712.964	0.531	0.497	457	16	0.026	0.003	68.550	0.025	0.090
124	12945	45.212	122.195	2469.913	1712.971	0.549	0.521	458	16	0.022	0.034	68.700	0.027	0.092
125	12946	45.161	116.388	2469.941	1712.965	0.551	0.524	459	16	0.073	0.020	68.850	0.025	0.093
126	12947	45.323	123.170	2469.941	1712.883	0.550	0.508	460	16	0.069	-0.119	69.000	0.025	0.092
127	12948	44.984	124.753	2469.954	1712.845	0.535	0.507	461	16	0.107	-0.159	69.150	0.027	0.095
128	12949	45.132	124.272	2469.931	1712.953	0.523	0.516	462	16	0.052	0.009	69.300	0.026	0.096
129	12950	45.430	123.509	2469.892	1712.861	0.528	0.494	463	16	-0.016	-0.136	69.450	0.032	0.098
130	12951	45.006	121.410	2469.885	1712.987	0.546	0.510	464	16	-0.019	0.060	69.600	0.037	0.101
131	12952	45.269	120.671	2469.927	1713.097	0.538	0.519	465	16	0.034	0.262	69.750	0.037	0.118
132	12953	45.222	120.749	2469.904	1712.964	0.521	0.517	466	16	0.003	0.022	69.900	0.038	0.112
133	12954	45.470	121.641	2469.927	1712.970	0.548	0.499	467	16	0.021	0.036	70.050	0.038	0.110
134	12955	45.023	124.050	2469.901	1712.966	0.538	0.517	468	16	-0.009	0.018	70.200	0.040	0.112
135	12956	45.195	122.199	2469.919	1712.924	0.546	0.503	469	16	0.042	-0.049	70.350	0.038	0.109
136	12957	45.436	124.077	2469.924	1712.897	0.546	0.501	470	16	0.026	-0.084	70.500	0.038	0.107
137	12958	45.400	122.555	2469.929	1713.012	0.533	0.513	471	16	0.042	0.098	70.650	0.038	0.112
138	12959	45.254	122.691	2469.931	1713.010	0.527	0.505	472	16	0.048	0.095	70.800	0.038	0.115
139	12960	45.414	123.315	2469.904	1712.931	0.547	0.508	473	16	-0.008	-0.034	70.950	0.039	0.113
140	12961	45.580	123.794	2469.922	1712.968	0.528	0.500	474	16	0.036	0.042	71.100	0.038	0.110
141	12962	45.391	118.953	2469.917	1712.981	0.544	0.516	475	16	0.040	0.038	71.250	0.034	0.104
142	12963	44.988	120.773	2469.930	1712.801	0.530	0.526	476	16	0.067	-0.257	71.400	0.033	0.110
143	12964	45.202	123.147	2469.944	1712.738	0.546	0.530	477	16	0.083	-0.340	71.550	0.034	0.133
144	12965	45.512	122.049	2469.940	1712.899	0.548	0.530	478	16	0.067	-0.085	71.700	0.035	0.133
145	12966	45.117	122.724	2469.931	1712.933	0.527	0.516	479	16	0.062	-0.054	71.850	0.034	0.133
146	12967	45.195	121.746	2469.936	1712.851	0.541	0.499	480	16	0.060	-0.186	72.000	0.034	0.136
147	12968	45.139	121.208	2469.942	1712.849	0.545	0.515	481	16	0.073	-0.158	72.150	0.031	0.136
148	12969	45.239	123.828	2469.957	1712.908	0.546	0.518	482	16	0.090	-0.071	72.300	0.033	0.136
149	12970	44.657	120.614	2469.959	1712.928	0.547	0.513	483	16	0.107	-0.056	72.450	0.034	0.134
150	12971	45.000	119.857	2469.968	1712.887	0.533	0.513	484	16	0.127	-0.132	72.600	0.036	0.134
151	12972	45.062	123.460	2469.943	1712.982	0.544	0.507	485	16	0.099	0.004	72.750	0.037	0.114
152	12973	46.018	120.480	2469.949	1712.976	0.548	0.513	486	16	0.093	-0.007	72.900	0.036	0.113
153	12974	44.915	120.618	2469.949	1712.879	0.553	0.504	487	16	0.100	-0.134	73.050	0.036	0.112
154	12975	44.999	122.265	2469.949	1712.938	0.536	0.516	488	16	0.090	-0.042	73.200	0.032	0.110
155	12976	45.030	119.503	2469.949	1712.925	0.555	0.515	489	16	0.088	-0.061	73.350	0.032	0.110
156	12977	45.500	120.431	2469.939	1712.919	0.556	0.499	490	16	0.057	-0.083	73.500	0.031	0.110
157	12978	45.171	122.333	2469.918	1712.884	0.527	0.501	491	16	0.037	-0.148	73.650	0.031	0.104
158	12979	45.452	121.271	2469.962	1712.915	0.552	0.500	492	16	0.098	-0.092	73.800	0.031	0.094
159	12980	45.254	117.778	2469.941	1712.913	0.547	0.513	493	16	0.067	-0.098	73.950	0.025	0.094
160	12981	45.038	118.565	2469.964	1712.889	0.554	0.517	494	16	0.072	-0.126	74.100	0.023	0.088
161	12982	45.047	123.805	2469.958	1712.869	0.534	0.522	495	16	0.097	-0.154	74.250	0.021	0.082
162	12983	45.162	118.940	2469.968	1712.924	0.547	0.524	496	16	0.108	-0.082	74.400	0.022	0.075
163	12984	44.769	119.740	2469.909	1712.923	0.548	0.528	497	16	0.014	-0.075	74.550	0.027	0.050
164	12985	45.170	124.817	2469.949	1712.920	0.545	0.502	498	16	0.076	-0.074	74.700	0.026	0.051
165	12986	45.092	121.865	2469.925	1712.890	0.534	0.493	499	16	0.011	-0.145	74.850	0.030	0.051
166	12987	45.261	116.338	2469.909	1712.930	0.528	0.507	500	16	-0.005	-0.065	75.000	0.036	0.047
167	12988	45.138	120.459	2469.944	1712.927	0.539	0.515	501	16	0.055	-0.070	75.150	0.036	0.044
168	12989	45.556	126.785	2469.957	1712.823	0.527	0.489	502	16	0.052	-0.211	75.300	0.036	0.052
169	12990	45.513	120.316	2469.956	1712.914	0.542	0.507	503	16	0.060	-0.068	75.450	0.035	0.052
170	12991	45.659	123.077	2469.915	1712.964	0.523	0.503	504	16	0.014	0.028	75.600	0.034	0.058
171	12992	45.186	120.880	2469.961	1712.994	0.551	0.510	505	16	0.045	0.079	75.750	0.034	0.066
172	12993	45.129	117.494	2469.963	1712.949	0.556	0.529	506	16	0.073	0.022	75.900	0.033	0.068
173	12994	45.170	123.413	2469.961	1712.896	0.546	0.501	507	16	0.075	-0.107	76.050	0.032	0.067
174	12995	45.266	124.127	2469.938	1712.892	0.528	0.513	508	16	0.037	-0.109	76.200	0.031	0.066
175	12996	45.010	117.826	2469.960	1712.940	0.552	0.513	509	16	0.090	-0.034	76.350	0.032	0.067
176	12997	44.792	121.070	2469.937	1712.959	0.553	0.523	510	16	0.075	0.020	76.500	0.032	0.071
177	12998	45.115	121.227	2469.951	1712.980	0.544	0.514	511	16	0.084	0.042	76.650	0.032	0.073
178	12999	45.324	125.944	2469.973	1712.919	0.536	0.513	512	16	0.131	-0.050	76.800	0.035	0.073
179	13000	45.134	124.600	2469.949	1712.921	0.548	0.519	513	16	0.080	-0.028	76.950	0.035	0.073
180	13001	45.366	120.545	2469.949	1712.915	0.552	0.509	514	16	0.089	-0.023	77.100	0.035	0.072
181	13002	45.049	124.267	2469.986	1712.899	0.530	0.501	515	16	0.130	-0.064	77.250	0.038	0.068
182	13003	45.229	118.699	2469.935	1712.894	0.545	0.509	516	16	0.050	-0.044	77.400	0.036	0.068
183	13004	45.076	122.811	2469.958	1712.943	0.540	0.513	517	16	0.111	0.018	77.550	0.036	0.069
184	13005	45.028	123.790	2469.940	1712.927	0.545	0.497	518	16	0.074	-0.006	77.700	0.036	0.069
185	13006	45.272	122.735	2469.958	1712.938	0.553	0.518	519	16	0.098	0.029	77.850	0.034	0.066
186	13007	45.032	124.365	2469.951	1712.789	0.538	0.508	520	16	0.112	-0.215	78.000	0.030	0.078
187	13008	44.940	119.936	2469.982	1712.846	0.551	0.524	521	16	0.119	-0.128	78.150	0.031	0.080
188	13009	45.799	115.091	2469.990	1712.855	0.558	0.525	522	16	0.162	-0.112	78.300	0.036	0.071
189	13010	45.071	118.686	2470.003	1712.901	0.542	0.529	523	16	0.183	-0.072	78.450	0.041	0.072
190	13011	44.716	123.711	2469.989	1712.851	0.549	0.531	524	16	0.149	-0.127	78.600	0.039	0.072
191	13012	45.265	123.402	2469.952	1712.879	0.528	0.504	525	16	0.080	-0.123	78.750	0.037	0.068
192	13013	45.796	118.829	2469.962	1712.952	0.535	0.511	526	16	0.106	0.018	78.900	0.036	0.068
193	13014	44.765	121.901	2469.971	1712.886	0.552	0.520	527	16	0.110	-0.045	79.050	0.036	0.067
194	13015	45.138	128.168	2469.952	1712.809	0.537	0.496	528	16	0.052	-0.172	79.200	0.035	0.071
195	13016	44.982	118.467	2469.950	1712.859	0.544	0.519	529	16	0.069	-0.114	79.350	0.035	0.072
196	13017	44.879	127.436	2469.902	1712.897	0.539	0.517	530	16	-0.043	-0.073	79.500	0.048	0.069
197	13018	45.015	121.806	2469.958	1712.890	0.539	0.509	531	16	0.068	-0.074	79.650	0.048	0.065
198	13019	45.696	117.987	2469.937	1712.903	0.547	0.519	532	16	0.015	-0.060	79.800	0.051	0.065
199	13020	45.245	128.333	2469.949	1712.885	0.540	0.497	533	16	0.048	-0.092	79.950	0.052	0.064
200	13021	45.012	121.742	2469.959	1712.912	0.540	0.524	534	16	0.042	-0.046	80.100	0.053	0.063
201	13022	45.001	118.685	2469.943	1712.962	0.545	0.524	535	16	0.036	0.028	80.250	0.053	0.067
202	13023	45.089	121.609	2469.988	1712.939	0.539	0.499	536	16	0.100	-0.024	80.400	0.052	0.068
203	13024	45.096	120.955	2469.997	1712.903	0.547	0.505	537	16	0.087	-0.070	80.550	0.052	0.065
204	13025	45.461	117.337	2469.960	1712.914	0.534	0.508	538	16	0.049	-0.042	80.700	0.053	0.063
205	13026	45.094	125.864	2469.978	1712.931	0.541	0.516	539	16	0.069	-0.016	80.850	0.053	0.060
206	13027	45.154	123.009	2469.949	1712.943	0.530	0.501	540	16	0.014	0.001	81.000	0.054	0.053
207	13028	45.094	119.040	2469.971	1712.926	0.542	0.516	541	16	0.057	-0.019	81.150	0.053	0.052
208	13029	45.573	121.779	2469.980	1712.821	0.555	0.506	542	16	0.069	-0.208	81.300	0.049	0.061
209	13030	44.793	127.206	2469.970	1712.831	0.529	0.497	543	16	0.041	-0.183	81.450	0.041	0.066
210	13031	45.385	124.409	2469.999	1712.786	0.561	0.515	544	16	0.076	-0.246	81.600	0.036	0.076
211	13032	44.991	122.083	2470.005	1712.774	0.540	0.514	545	16	0.103	-0.295	81.750	0.037	0.090
212	13033	45.075	122.534	2469.972	1712.918	0.543	0.488	546	16	0.057	-0.059	81.900	0.035	0.087
213	13034	45.154	117.471	2469.975	1712.946	0.542	0.498	547	16	0.060	-0.025	82.050	0.033	0.087
214	13035	45.279	120.347	2470.005	1712.865	0.541	0.523	548	16	0.091	-0.147	82.200	0.034	0.086
215	13036	44.561	124.724	2469.965	1712.834	0.527	0.510	549	16	0.056	-0.209	82.350	0.034	0.090
216	13037	44.958	120.583	2469.944	1712.973	0.538	0.505	550	16	0.010	0.016	82.500	0.027	0.093
217	13038	44.946	121.956	2469.976	1712.906	0.547	0.514	551	16	0.052	-0.099	82.650	0.027	0.093
218	13039	45.086	122.685	2469.972	1712.890	0.539	0.509	552	16	0.057	-0.129	82.800	0.025	0.093
219	13040	45.033	121.263	2469.977	1713.103	0.538	0.525	553	16	0.061	0.216	82.950	0.025	0.116
220	13041	45.004	120.238	2469.956	1713.004	0.534	0.510	554	16	0.024	0.048	83.100	0.026	0.120
221	13042	45.220	120.081	2469.993	1712.915	0.540	0.510	555	16	0.078	-0.130	83.250	0.026	0.118
222	13043	45.044	118.850	2469.953	1712.882	0.551	0.528	556	16	0.007	-0.173	83.400	0.026	0.118
223	13044	44.822	121.389	2469.969	1712.974	0.541	0.519	557	16	0.035	-0.010	83.550	0.026	0.120
224	13045	45.070	121.649	2469.975	1712.938	0.554	0.514	558	16	0.039	-0.056	83.700	0.026	0.120
225	13046	44.889	119.214	2469.969	1712.972	0.553	0.509	559	16	0.035	-0.003	83.850	0.026	0.120
226	13047	45.156	118.684	2469.986	1713.013	0.548	0.519	560	16	0.052	0.040	84.000	0.024	0.122
227	13048	45.064	118.320	2469.990	1712.945	0.544	0.516	561	16	0.043	-0.061	84.150	0.024	0.121
228	13049	45.041	122.373	2470.007	1712.891	0.552	0.516	562	16	0.081	-0.147	84.300	0.025	0.118
229	13050	45.138	118.628	2470.021	1712.887	0.549	0.507	563	16	0.096	-0.171	84.450	0.027	0.118
230	13051	45.270	119.691	2470.001	1712.864	0.544	0.508	564	16	0.078	-0.185	84.600	0.027	0.114
231	13052	45.420	119.437	2469.992	1712.884	0.544	0.513	565	16	0.031	-0.165	84.750	0.025	0.105
232	13053	44.952	119.269	2469.997	1712.918	0.547	0.523	566	16	0.063	-0.101	84.900	0.025	0.105
233	13054	45.236	123.594	2469.961	1712.861	0.526	0.501	567	16	0.004	-0.194	85.050	0.027	0.107
234	13055	44.904	118.689	2470.015	1712.866	0.546	0.521	568	16	0.087	-0.214	85.200	0.027	0.110
235	13056	44.895	120.893	2469.980	1712.782	0.550	0.521	569	16	0.018	-0.329	85.350	0.028	0.120
236	13057	44.658	118.706	2469.969	1712.856	0.544	0.518	570	16	0.015	-0.199	85.500	0.027	0.120
237	13058	44.544	119.030	2469.977	1713.087	0.529	0.534	571	16	0.008	0.169	85.650	0.029	0.134
238	13059	45.043	115.657	2469.986	1713.096	0.540	0.528	572	16	0.043	0.204	85.800	0.028	0.149
239	13060	44.927	116.988	2469.963	1713.092	0.553	0.513	573	16	-0.016	0.180	85.950	0.031	0.146
240	13061	45.036	117.440	2469.959	1712.956	0.544	0.510	574	16	-0.022	-0.034	86.100	0.034	0.143
241	13062	44.981	116.718	2470.011	1712.906	0.544	0.514	575	16	0.071	-0.095	86.250	0.034	0.142
242	13063	45.430	119.953	2469.993	1712.949	0.549	0.503	576	16	0.033	-0.043	86.400	0.033	0.141
243	13064	45.137	122.390	2469.971	1712.865	0.535	0.498	577	16	1.000E-4	-0.186	86.550	0.034	0.142
244	13065	45.078	120.690	2469.991	1712.911	0.543	0.502	578	16	0.046	-0.103	86.700	0.034	0.142
245	13066	45.136	119.633	2470.010	1713.000	0.558	0.518	579	16	0.065	0.036	86.850	0.035	0.144
246	13067	45.193	120.115	2470.026	1712.894	0.557	0.521	580	16	0.109	-0.141	87.000	0.038	0.142
247	13068	45.136	119.145	2470.076	1712.958	0.559	0.517	581	16	0.186	-0.029	87.150	0.050	0.142
248	13069	44.550	118.369	2470.105	1712.998	0.553	0.521	582	16	0.232	0.023	87.300	0.064	0.143
