trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle_deg	msd_y	L_um	F_pN_abs	F_pN		
743	91.34999999999999	92.40000000000001	0.215	-0.156	-0.039	-0.08400000000000001	1.05	0.264	0.251	164.27	2.225626958302251e-14	14.44934830650297	1.803128961122364	-1.803128961122364
820	71.25	72.15000000000001	0.137	-0.039	0.0003	-0.105	0.9	0.152	0.169	-154.328	8.006331267217624e-15	15.00081244461265	3.786239229099377	-3.786239229099377
844	105.6	107.85	0.169	-0.073	0.654	-0.118	2.25	0.487	0.217	-5.368	1.035370401133341e-14	14.88954188921685	3.178987240440051	3.178987240440051
968	121.8	124.05	-0.012	-0.117	-0.584	-0.49	2.25	0.6830000000000001	0.303	-146.923	1.184201232765001e-15	15.52565407086312	11.85649921613526	-11.85649921613526
970	86.55	87.90000000000001	0.013	-0.049	-0.409	-0.108	1.35	0.426	0.316	-172.082	1.153181169635608e-15	15.53058679770618	12.03104579100911	-12.03104579100911
1069	73.5	74.55	0.06900000000000001	0.002	-0.24	-0.027	1.05	0.31	0.296	-174.542	8.626035994513022e-15	14.97003248546558	3.601685656206901	-3.601685656206901
1137	81	81.90000000000001	0.062	0.066	-0.329	-0.113	0.9	0.43	0.478	-155.394	8.852581028571429e-15	14.95905603759511	3.539167327649212	-3.539167327649212
1153	100.95	102	0.974	-0.277	0.614	-0.101	1.05	0.401	0.382	153.958	1.072011691623239e-15	15.54392903995124	12.52304856030151	-12.52304856030151
1153	106.05	107.4	-0.1	0.026	-0.454	0.1	1.35	0.361	0.268	168.33	1.072011691623239e-15	15.54392903995124	12.52304856030151	-12.52304856030151
1173	106.8	107.7	2.274	-0.617	0.61	-0.446	0.9	1.673	1.859	174.145	1.771551154964398e-15	15.44507305594542	9.471756449962832	-9.471756449962832
1173	144.45	145.35	-3.71	0.644	-4.709	1.054	0.9	1.08	1.2	157.691	1.771551154964398e-15	15.44507305594542	9.471756449962832	-9.471756449962832
1244	114.45	115.2	0.33	0.021	0.089	0.029	0.75	0.241	0.321	178.261	1.155305201731063e-15	15.53024623237766	12.01887069160786	-12.01887069160786
1327	195	198.3	1.575	-0.023	0.5669999999999999	0.163	3.3	1.025	0.311	169.537	1.274153327112656e-15	15.51182009574686	11.38684117137456	-11.38684117137456
1327	205.95	207	-0.053	0.116	-0.288	0.12	1.05	0.235	0.224	178.979	1.274153327112656e-15	15.51182009574686	11.38684117137456	-11.38684117137456
1327	240.75	244.5	-0.6889999999999999	-0.029	-1.246	0.034	3.75	0.5610000000000001	0.149	173.508	1.274153327112656e-15	15.51182009574686	11.38684117137456	-11.38684117137456
123	79.2	80.40000000000001	0.07099999999999999	0.137	0.498	-0.022	1.2	0.456	0.38	-20.496	7.821201110380594e-15	15.01023767535709	3.845633876787106	3.845633876787106
123	85.8	88.34999999999999	0.894	-0.003	1.756	-0.297	2.55	0.911	0.357	-18.847	7.821201110380594e-15	15.01023767535709	3.845633876787106	3.845633876787106
305	120	121.65	0.07199999999999999	-0.097	0.215	-0.008	1.65	0.168	0.102	31.923	8.326908583328992e-15	14.98474689335069	3.688164158585322	3.688164158585322
305	123.6	124.5	0.23	0.07099999999999999	0.356	-0.032	0.9	0.163	0.181	-39.252	8.326908583328992e-15	14.98474689335069	3.688164158585322	3.688164158585322
316	76.34999999999999	77.7	0.022	0.147	0.29	-0.504	1.35	0.704	0.522	-67.64100000000001	1.166169605142331e-14	14.83280503814204	2.92477478988015	2.92477478988015
321	90	91.2	-0.08500000000000001	-0.012	0.201	-0.106	1.2	0.301	0.251	-18.207	1.561305230477023e-14	14.6770636165528	2.36694116703507	2.36694116703507
416	76.65000000000001	77.55	0.105	-0.098	0.219	-0.133	0.9	0.119	0.132	-16.978	9.010818248629088e-15	14.95147110507939	3.496925149502102	3.496925149502102
440	135.3	137.25	1.67	-0.209	0.757	-0.038	1.95	0.929	0.476	169.432	1.090532220603538e-14	14.86522644571255	3.06607222812807	-3.06607222812807
441	77.09999999999999	78.3	0.047	-0.196	0.136	-0.285	1.2	0.126	0.105	-44.971	2.159639480604865e-14	14.47059401842227	1.846513414111885	1.846513414111885
470	82.5	83.40000000000001	-0.314	-0.034	-0.039	-0.279	0.9	0.368	0.409	-41.694	1.531415315262846e-14	14.68818265015217	2.401149851852204	2.401149851852204
470	87.45	90.3	0.404	-0.02	1.32	-0.095	2.85	0.919	0.322	-4.723	1.531415315262846e-14	14.68818265015217	2.401149851852204	2.401149851852204
526	108.6	113.7	-0.133	0.017	0.785	0.138	5.1	0.926	0.182	7.506	1.216104423342259e-14	14.81193308765195	2.838997388156114	2.838997388156114
620	77.40000000000001	78.3	0.114	-0.13	0.278	-0.068	0.9	0.175	0.195	20.794	1.650171088043059e-14	14.64453470000262	2.271034277574612	2.271034277574612
713	114	115.05	0.198	0.015	0.424	0.062	1.05	0.231	0.22	11.585	1.163030666057004e-14	14.83413070575634	2.930355908430694	2.930355908430694
715	159	159.75	0.107	0.041	0.157	0.08599999999999999	0.75	0.068	0.09	42.3	9.752838209104654e-15	14.91674064454104	3.312966234490497	3.312966234490497
769	102.75	103.8	0.23	0.0007	0.501	-0.106	1.05	0.291	0.278	-21.567	1.500541322881344e-14	14.69976698439578	2.437600848036583	2.437600848036583
769	108.75	110.4	0.8100000000000001	-0.124	1.167	0.127	1.65	0.436	0.264	35.106	1.500541322881344e-14	14.69976698439578	2.437600848036583	2.437600848036583
769	112.35	113.7	1.323	-0.081	1.594	-0.044	1.35	0.274	0.203	7.863	1.500541322881344e-14	14.69976698439578	2.437600848036583	2.437600848036583
789	108.3	109.5	0.064	-0.167	0.329	-0.175	1.2	0.265	0.221	-1.744	8.688739726516056e-15	14.96698028570122	3.584133758074268	3.584133758074268
823	85.65000000000001	87	0.065	0.041	0.305	-0.398	1.35	0.5	0.371	-61.343	1.005740660341024e-14	14.90285681828849	3.243523734051905	3.243523734051905
835	104.55	106.2	-1.164	-0.019	-2.392	-0.124	1.65	1.232	0.747	-175.118	1.504038500303234e-14	14.69844962548768	2.433413189018375	-2.433413189018375
1018	79.65000000000001	80.40000000000001	-0.368	-0.046	-0.781	-0.093	0.75	0.416	0.554	-173.44	6.133748529226509e-15	15.10205893652696	4.506576956385158	-4.506576956385158
1046	85.95	87	-0.035	0.02	0.199	-0.062	1.05	0.248	0.236	-19.313	1.631528403351699e-14	14.65129540187417	2.290471648762818	2.290471648762818
1049	82.05	83.25	-1.476	0.121	-1.049	-0.075	1.2	0.47	0.391	-24.614	1.703834458378924e-14	14.62525273310504	2.216963804006485	2.216963804006485
1049	88.8	91.34999999999999	0.243	-0.022	1.372	-0.096	2.55	1.131	0.444	-3.777	1.703834458378924e-14	14.62525273310504	2.216963804006485	2.216963804006485
1049	97.8	100.65	1.907	-0.253	2.676	-0.184	2.85	0.772	0.271	5.116	1.703834458378924e-14	14.62525273310504	2.216963804006485	2.216963804006485
1049	101.7	104.4	2.862	-0.047	3.902	-0.162	2.7	1.046	0.388	-6.299	1.703834458378924e-14	14.62525273310504	2.216963804006485	2.216963804006485
1049	106.8	108.6	3.273	-0.318	4.038	-0.158	1.8	0.781	0.434	11.791	1.703834458378924e-14	14.62525273310504	2.216963804006485	2.216963804006485
1107	159	160.35	0.079	-0.138	0.156	-0.042	1.35	0.123	0.091	51.108	1.070862795873634e-14	14.87382862283836	3.105310110919401	3.105310110919401
136	116.4	117.3	-0.092	0.137	0.574	-0.182	0.9	0.739	0.821	-25.617	1.666606178457496e-14	14.63860148064688	2.254183205500963	2.254183205500963
193	97.65000000000001	100.8	-0.01	0.063	0.254	-0.075	3.15	0.298	0.095	-27.688	1.932701263187627e-14	14.5457262052801	2.013541206648326	2.013541206648326
205	124.35	125.7	0.045	-0.18	0.348	0.101	1.35	0.414	0.306	42.887	1.913626440420129e-14	14.55219993535101	2.02900909250874	2.02900909250874
219	87.45	88.95	0.014	-0.07099999999999999	0.25	-0.019	1.5	0.242	0.161	12.278	1.123470398289521e-14	14.85098284511584	3.00274265599852	3.00274265599852
240	75.3	76.5	0.314	-0.213	0.757	-0.073	1.2	0.465	0.387	17.614	1.005475119000657e-14	14.9029769874098	3.244115241193942	3.244115241193942
259	68.7	69.75	0.146	-0.123	0.033	-0.176	1.05	0.125	0.119	-155.126	9.804197815058717e-15	14.91438494670233	3.301025273265163	-3.301025273265163
262	70.95	72.75	-0.066	-0.128	0.253	-0.109	1.8	0.32	0.178	3.542	1.138403117768595e-14	14.84458978189246	2.97496423186765	2.97496423186765
272	117.9	121.05	-1.199	-0.33	-1.869	-0.106	3.15	0.707	0.224	161.499	1.643147559644001e-14	14.6470779179499	2.278316432932945	-2.278316432932945
316	102.45	104.4	0.07099999999999999	-0.08	0.359	-0.128	1.95	0.292	0.15	-9.472	1.220216717144719e-14	14.81023192773302	2.832175759533305	2.832175759533305
376	76.8	77.55	0.164	-0.1	-0.184	-0.047	0.75	0.352	0.469	171.317	9.004919748520711e-15	14.95175266391928	3.498479476900523	-3.498479476900523
464	97.8	98.7	0.008999999999999999	0.107	0.15	-0.047	0.9	0.209	0.233	-47.674	1.002253698244035e-14	14.90443603393684	3.251310212872948	3.251310212872948
495	97.05	99.15000000000001	0.078	-0.171	0.277	-0.193	2.1	0.2	0.095	-6.272	6.965351407641464e-15	15.05536401031285	4.15061236810277	4.15061236810277
517	103.2	105.3	-1.606	-0.03	-0.995	-0.033	2.1	0.611	0.291	-0.326	1.130095779298038e-14	14.84814150040069	2.990348160430498	2.990348160430498
517	106.05	107.7	-0.9409999999999999	-0.06	-0.538	-0.192	1.65	0.424	0.257	-18.095	1.130095779298038e-14	14.84814150040069	2.990348160430498	2.990348160430498
598	98.40000000000001	99.90000000000001	0.021	0.135	0.137	-0.141	1.5	0.299	0.199	-67.15300000000001	1.074395945520115e-14	14.87227799373752	3.098180763505452	3.098180763505452
651	158.25	159.15	-0.044	0.033	0.409	-0.035	0.9	0.458	0.509	-8.573	1.749667586320587e-14	14.60898641862415	2.172867507658321	2.172867507658321
656	216.15	217.5	0.115	0.078	0.337	-0.102	1.35	0.286	0.212	-39.026	1.27801892523377e-14	14.78659134194487	2.739908944540987	2.739908944540987
16	86.55	87.45	0.0001	-0.134	0.232	0.013	0.9	0.275	0.305	32.49	7.506765239312343e-15	15.02650871389119	3.951553699524715	3.951553699524715
142	138.9	142.8	0.074	-0.143	0.219	-0.155	3.9	0.146	0.037	-4.888	8.521615890261629e-15	14.97513978790204	3.631349319218288	3.631349319218288
185	72.3	73.2	0.068	-0.056	0.115	-0.205	0.9	0.156	0.173	-72.455	1.424462597143456e-14	14.72876572169546	2.532646711897714	2.532646711897714
218	87.75	88.65000000000001	0.121	-0.271	0.202	-0.001	0.9	0.282	0.314	73.328	1.263444761029411e-14	14.79250538041952	2.762555968050579	2.762555968050579
237	85.65000000000001	88.95	-0.55	-0.13	0.047	-0.089	3.3	0.598	0.181	3.938	1.223592996913581e-14	14.80883720087938	2.826601559291174	2.826601559291174
237	90	90.75	0.074	-0.09	0.31	-0.196	0.75	0.259	0.345	-24.302	1.223592996913581e-14	14.80883720087938	2.826601559291174	2.826601559291174
237	94.2	95.84999999999999	0.401	-0.162	0.8	-0.066	1.65	0.41	0.249	13.554	1.223592996913581e-14	14.80883720087938	2.826601559291174	2.826601559291174
237	98.84999999999999	100.65	1.396	-0.261	2.094	-0.046	1.8	0.73	0.406	17.13	1.223592996913581e-14	14.80883720087938	2.826601559291174	2.826601559291174
237	112.8	115.2	2.238	-0.07000000000000001	3.12	0.044	2.4	0.889	0.371	7.359	1.223592996913581e-14	14.80883720087938	2.826601559291174	2.826601559291174
285	96.90000000000001	97.8	0.007	-0.215	0.065	-0.106	0.9	0.124	0.138	62.061	1.167007726400001e-14	14.83245135393647	2.92328850275024	2.92328850275024
285	98.40000000000001	99.59999999999999	0.081	-0.109	0.179	-0.135	1.2	0.101	0.08500000000000001	-14.981	1.167007726400001e-14	14.83245135393647	2.92328850275024	2.92328850275024
289	118.05	118.95	0.05	-0.244	0.187	0.07099999999999999	0.9	0.344	0.382	66.502	1.854022293029131e-14	14.57260149120798	2.078965958104948	2.078965958104948
322	130.65	133.8	0.021	-0.013	0.573	-0.2	3.15	0.583	0.185	-18.689	1.540886590337379e-14	14.68464926229001	2.390197544772995	2.390197544772995
361	72.15000000000001	73.05	0.046	0.026	0.221	-0.129	0.9	0.234	0.26	-41.671	5.869887075124896e-15	15.11756745870501	4.635105948837386	4.635105948837386
377	196.05	201.15	-0.595	0.135	1.139	-0.376	5.1	1.808	0.354	-16.416	1.862330114429358e-14	14.56974183003915	2.071850609762107	2.071850609762107
377	204.3	211.2	1.39	-0.387	3.352	-0.657	6.9	1.981	0.287	-7.857	1.862330114429358e-14	14.56974183003915	2.071850609762107	2.071850609762107
377	214.35	217.05	3.836	-0.618	4.898	-0.668	2.7	1.063	0.394	-2.677	1.862330114429358e-14	14.56974183003915	2.071850609762107	2.071850609762107
377	217.8	219.45	4.933	-0.546	5.951	-0.591	1.65	1.019	0.618	-2.536	1.862330114429358e-14	14.56974183003915	2.071850609762107	2.071850609762107
437	147	148.8	-0.034	-0.076	0.258	-0.062	1.8	0.292	0.162	2.799	1.886692139812877e-14	14.56138626904368	2.05127306474275	2.05127306474275
446	87.75	88.95	-0.524	-0.123	-1.236	-0.158	1.2	0.713	0.594	-177.191	7.586652580536257e-15	15.02234248426966	3.924014440593605	-3.924014440593605
455	72.3	73.2	-0.216	0.054	-0.9429999999999999	-0.198	0.9	0.77	0.855	-160.859	1.05025564713659e-14	14.882921271971	3.14762295121863	-3.14762295121863
456	67.8	69.15000000000001	0.107	-0.124	0.264	-0.2	1.35	0.174	0.129	-25.879	9.589235434007133e-15	14.92428474284737	3.351652745113534	3.351652745113534
499	74.09999999999999	76.2	-0.059	-0.104	-1.038	-0.017	2.1	0.983	0.468	174.917	1.264456866941015e-14	14.79209368219199	2.760970188991125	-2.760970188991125
517	92.7	93.90000000000001	0.051	0.045	0.293	-0.147	1.2	0.309	0.257	-38.444	1.400102523216579e-14	14.73819422668172	2.56477270736161	2.56477270736161
599	120.6	121.5	0.133	0.227	0.396	0.027	0.9	0.33	0.367	-37.272	1.124660316446508e-14	14.85047196506276	3.000508331059601	3.000508331059601
603	134.85	136.5	-0.068	-0.155	0.455	0.05	1.65	0.5620000000000001	0.34	21.413	8.250316299841726e-15	14.98855670623993	3.711069624258328	3.711069624258328
658	77.84999999999999	78.75	0.014	-0.192	0.344	-0.344	0.9	0.363	0.404	-24.74	1.018089843024109e-14	14.89728493149921	3.216276608720445	3.216276608720445
720	85.65000000000001	86.40000000000001	0.08500000000000001	-0.308	0.262	-0.03	0.75	0.33	0.439	57.513	1.642359660459137e-14	14.64736350452327	2.279136402474126	2.279136402474126
725	90.3	93	-0.159	-0.192	0.574	-0.092	2.7	0.74	0.274	7.716	2.375690162279035e-14	14.40193187760442	1.711775909047988	1.711775909047988
733	96.59999999999999	99.75	-0.005	-0.092	0.303	-0.097	3.15	0.308	0.098	-1.092	1.226268564461041e-14	14.80773318541402	2.822201081761159	2.822201081761159
995	110.55	113.1	-0.839	-0.08599999999999999	-0.259	0.013	2.55	0.588	0.231	9.673999999999999	1.295934301637459e-14	14.77936315315693	2.712612224237585	2.712612224237585
995	114.75	116.55	-0.074	0.047	0.407	0.095	1.8	0.483	0.269	5.641	1.295934301637459e-14	14.77936315315693	2.712612224237585	2.712612224237585
995	119.7	121.8	0.597	0.048	1.012	0.037	2.1	0.415	0.198	-1.463	1.295934301637459e-14	14.77936315315693	2.712612224237585	2.712612224237585
995	124.05	126	1.53	-0.013	2.152	0.096	1.95	0.632	0.324	9.981999999999999	1.295934301637459e-14	14.77936315315693	2.712612224237585	2.712612224237585
1080	101.7	103.5	0.08	0.044	0.441	0.127	1.8	0.37	0.206	12.936	1.023199476961097e-14	14.89498893789956	3.205150253483938	3.205150253483938
16	618.15	618.9	-0.357	-0.266	0.168	-0.235	0.75	0.526	0.701	3.382	7.253369598927554e-14	13.10954381486131	0.6074901687032377	0.6074901687032377
16	622.35	623.4	1.196	-0.206	1.778	-0.395	1.05	0.612	0.583	-18.039	7.253369598927554e-14	13.10954381486131	0.6074901687032377	0.6074901687032377
65	428.55	429.3	0.08500000000000001	-0.183	-1.034	0.179	0.75	1.176	1.568	162.065	2.706758545454544e-14	14.23274730143225	1.437756870076219	-1.437756870076219
61	476.1	477	0.043	0.373	-0.62	0.016	0.9	0.753	0.836	-151.723	3.158823128149175e-14	14.10207332989693	1.269771484466991	-1.269771484466991
107	489.75	491.1	0.06	0.099	-0.534	-0.262	1.35	0.695	0.515	-148.756	4.926356427712579e-14	13.64349044288863	0.8693454197326138	-0.8693454197326138
99	558	558.75	-0.123	0.243	0.114	0.285	0.75	0.241	0.321	10.078	3.374763607408206e-14	14.04208455052833	1.202634124934543	1.202634124934543
107	489.75	491.55	0.06	0.158	-0.416	-0.276	1.8	0.645	0.358	-137.605	4.926356427712579e-14	13.64349044288863	0.8693454197326138	-0.8693454197326138
173	431.1	432	-0.272	0.118	-0.764	-0.007	0.9	0.508	0.5639999999999999	-165.739	1.200662794959059e-14	14.75345410148446	2.618103342496056	-2.618103342496056
290	538.2	539.1	0.193	-0.132	0.649	-0.646	0.9	0.6870000000000001	0.763	-48.419	2.419562689563843e-14	14.32008645640398	1.570007879193895	1.570007879193895
290	540.6	541.5	0.92	-0.322	1.091	-0.396	0.9	0.186	0.207	-23.342	2.419562689563843e-14	14.32008645640398	1.570007879193895	1.570007879193895
317	430.95	431.7	-0.295	0.263	-0.522	-0.159	0.75	0.478	0.638	-118.324	4.211033890053344e-14	13.82124659121708	0.9975156734030646	-0.9975156734030646
379	612	614.55	-1.467	0.256	-3.237	0.192	2.55	1.771	0.695	-177.94	7.108109980418115e-14	13.1414508735487	0.6194329993280785	-0.6194329993280785
417	416.25	417.6	-0.111	-0.29	-0.416	-0.151	1.35	0.335	0.248	155.513	4.175756967978314e-14	13.83024847162155	1.004778510421972	-1.004778510421972
626	434.1	435	0.236	0.08599999999999999	-0.622	-0.037	0.9	0.867	0.963	-171.811	2.067107371365304e-14	14.43311205471422	1.771021041316755	-1.771021041316755
626	462.45	463.5	-0.262	-0.164	-0.772	-0.099	1.05	0.514	0.49	172.674	2.067107371365304e-14	14.43311205471422	1.771021041316755	-1.771021041316755
671	579.15	580.2	-1.762	0.153	-2.438	0.116	1.05	0.677	0.645	-176.841	2.448783168354095e-15	15.32142978646017	7.007811558460383	-7.007811558460383
671	588.15	589.5	-2.705	0.146	-4.427	0.158	1.35	1.722	1.276	179.585	2.448783168354095e-15	15.32142978646017	7.007811558460383	-7.007811558460383
674	513.9	515.1	0.035	-0.264	0.508	-0.011	1.2	0.536	0.447	28.118	3.618802971080673e-14	13.9758938306343	1.134740467267628	1.134740467267628
674	519	519.75	0.638	-0.252	1.12	-0.261	0.75	0.482	0.643	-1.028	3.618802971080673e-14	13.9758938306343	1.134740467267628	1.134740467267628
674	524.1	525	1.109	-0.093	1.588	-0.191	0.9	0.489	0.543	-11.549	3.618802971080673e-14	13.9758938306343	1.134740467267628	1.134740467267628
674	525.75	526.95	1.46	-0.442	1.814	-0.076	1.2	0.509	0.425	45.987	3.618802971080673e-14	13.9758938306343	1.134740467267628	1.134740467267628
674	527.55	529.8	0.9	0.123	2.139	0.044	2.25	1.242	0.552	-3.665	3.618802971080673e-14	13.9758938306343	1.134740467267628	1.134740467267628
705	492.6	493.65	-0.5629999999999999	0.401	0.011	0.224	1.05	0.601	0.572	-17.128	4.308477051971603e-14	13.79650611517165	0.9779707472779073	0.9779707472779073
705	501.45	503.25	0.583	0.137	1.109	0.171	1.8	0.527	0.293	3.667	4.308477051971603e-14	13.79650611517165	0.9779707472779073	0.9779707472779073
705	505.2	507	1.165	0.076	1.67	0.178	1.8	0.515	0.286	11.405	4.308477051971603e-14	13.79650611517165	0.9779707472779073	0.9779707472779073
705	513.75	515.1	1.971	-0.013	2.507	0.126	1.35	0.554	0.41	14.452	4.308477051971603e-14	13.79650611517165	0.9779707472779073	0.9779707472779073
705	517.65	518.55	2.909	-0.207	3.167	-0.274	0.9	0.267	0.296	-14.572	4.308477051971603e-14	13.79650611517165	0.9779707472779073	0.9779707472779073
748	518.25	520.05	-1.279	-0.099	-0.967	0.08500000000000001	1.8	0.362	0.201	30.569	5.93693432583826e-15	15.05452929683366	4.144642126642708	4.144642126642708
748	528.75	529.95	-0.305	-0.034	-0.005	0.058	1.2	0.314	0.261	17.007	5.93693432583826e-15	15.05452929683366	4.144642126642708	4.144642126642708
748	567.45	568.65	2.125	0.468	2.4	0.207	1.2	0.379	0.316	-43.458	5.93693432583826e-15	15.05452929683366	4.144642126642708	4.144642126642708
748	577.65	580.35	2.629	0.433	3.162	0.438	2.7	0.533	0.197	0.517	5.93693432583826e-15	15.05452929683366	4.144642126642708	4.144642126642708
775	546.75	547.5	-1.143	-0.26	-1.953	0.035	0.75	0.862	1.149	159.989	4.576157914690014e-14	13.7294361864998	0.9278888138851231	-0.9278888138851231
833	429.3	430.05	-0.198	0.573	-1.713	0.227	0.75	1.554	2.072	-167.127	5.180759779614323e-14	13.58219927352987	0.83104533084351	-0.83104533084351
835	515.7	517.2	-0.444	0.027	-1.482	0.129	1.5	1.043	0.695	174.358	2.426496822406893e-14	14.31793163169195	1.566522624323819	-1.566522624323819
837	510.9	511.65	-2.745	-0.452	-2.29	-0.441	0.75	0.455	0.607	1.464	5.032388106253164e-14	13.61783462940643	0.8529840294120825	0.8529840294120825
837	512.1	512.85	-2.197	-0.5590000000000001	-1.716	-0.536	0.75	0.482	0.642	2.747	5.032388106253164e-14	13.61783462940643	0.8529840294120825	0.8529840294120825
837	513.15	513.9	-1.656	-0.489	-1.404	-0.377	0.75	0.275	0.367	23.817	5.032388106253164e-14	13.61783462940643	0.8529840294120825	0.8529840294120825
837	517.65	519.3	-1.398	-0.483	-0.412	-0.5590000000000001	1.65	0.989	0.599	-4.391	5.032388106253164e-14	13.61783462940643	0.8529840294120825	0.8529840294120825
837	527.55	529.2	0.272	-0.5	1.003	0.233	1.65	1.036	0.628	45.1	5.032388106253164e-14	13.61783462940643	0.8529840294120825	0.8529840294120825
837	540.15	541.2	0.463	-0.345	1.084	-0.099	1.05	0.668	0.636	21.621	5.032388106253164e-14	13.61783462940643	0.8529840294120825	0.8529840294120825
837	542.55	547.35	1.497	0.475	3.811	0.004	4.8	2.361	0.492	-11.483	5.032388106253164e-14	13.61783462940643	0.8529840294120825	0.8529840294120825
837	549	551.7	1.384	-0.123	3.066	-0.177	2.7	1.683	0.623	-1.823	5.032388106253164e-14	13.61783462940643	0.8529840294120825	0.8529840294120825
837	552.3	555.3	3.015	0.177	4.469	-0.217	3	1.506	0.502	-15.129	5.032388106253164e-14	13.61783462940643	0.8529840294120825	0.8529840294120825
837	560.7	561.6	5.309	-0.134	5.747	-0.006	0.9	0.456	0.507	16.28	5.032388106253164e-14	13.61783462940643	0.8529840294120825	0.8529840294120825
846	457.95	459	-0.078	0.176	-0.323	0.057	1.05	0.272	0.259	-154.147	4.580936961423989e-14	13.72825007199129	0.9270393934467321	-0.9270393934467321
863	561.9	562.95	0.677	-0.331	-0.965	0.545	1.05	1.861	1.772	151.919	6.640120755186612e-15	15.0131457796376	3.864245810242737	-3.864245810242737
863	591.3	592.5	-2.065	1.17	-3.059	0.903	1.2	1.029	0.858	-164.957	6.640120755186612e-15	15.0131457796376	3.864245810242737	-3.864245810242737
871	424.95	426.15	0.252	-0.048	-0.265	-0.063	1.2	0.517	0.431	-178.393	2.585678326122603e-14	14.26910888797457	1.4906463783147	-1.4906463783147
903	475.5	476.25	-0.625	-0.042	-0.983	0.053	0.75	0.371	0.494	165.041	9.814364857078579e-15	14.85048502975128	3.000565437667675	-3.000565437667675
942	457.8	458.7	-0.062	-0.329	-1.217	0.581	0.9	1.471	1.634	141.744	3.031968917895227e-14	14.1380017922098	1.312803934862715	-1.312803934862715
1014	503.25	504.3	0.124	0.509	-0.63	0.121	1.05	0.848	0.8070000000000001	-152.802	7.590948661881282e-14	13.03594021765498	0.5812869187752244	-0.5812869187752244
1014	509.25	510.15	-0.985	0.101	-1.58	-0.048	0.9	0.613	0.6820000000000001	-165.94	7.590948661881282e-14	13.03594021765498	0.5812869187752244	-0.5812869187752244
1014	550.65	552.15	-1.832	0.187	-1.35	-0.141	1.5	0.583	0.389	-34.28	7.590948661881282e-14	13.03594021765498	0.5812869187752244	0.5812869187752244
1014	556.95	558	-2.587	0.104	-2.38	0.447	1.05	0.401	0.382	58.93	7.590948661881282e-14	13.03594021765498	0.5812869187752244	0.5812869187752244
1076	601.95	603	-0.035	0.195	0.407	0.128	1.05	0.447	0.426	-8.585000000000001	2.46926865079365e-14	14.30469317620627	1.545369880507669	1.545369880507669
1082	443.7	445.05	0.017	0.278	-0.342	0.584	1.35	0.472	0.35	139.497	6.192172143345266e-14	13.34641256776567	0.7058166898462174	-0.7058166898462174
1137	489	491.4	-0.202	0.06900000000000001	0.462	-0.066	2.4	0.678	0.282	-11.479	3.041540948003444e-14	14.13527187885147	1.309455528619185	1.309455528619185
1148	658.95	660	-0.31	-0.024	0.111	-0.025	1.05	0.421	0.401	-0.089	5.487995204115598e-14	13.50932839881315	0.7888440169613021	0.7888440169613021
1148	660.3	661.35	0.067	0.054	0.632	0.171	1.05	0.577	0.55	11.698	5.487995204115598e-14	13.50932839881315	0.7888440169613021	0.7888440169613021
1351	542.25	543.15	-0.412	-0.437	-1.225	0.016	0.9	0.931	1.034	150.849	5.891418973702361e-14	13.41534936876971	0.739191410231659	-0.739191410231659
1380	433.95	434.85	0.18	0.144	-0.38	0.056	0.9	0.5669999999999999	0.63	-171.112	3.110576793711433e-14	14.11567505814252	1.285802158822975	-1.285802158822975
1431	596.85	606	-3.341	0.441	-1.334	0.08699999999999999	9.15	2.038	0.223	-9.999000000000001	2.831404552431907e-14	14.19595577647518	1.387135206786325	1.387135206786325
1456	401.1	402	0.543	-0.165	1.904	-0.172	0.9	1.361	1.512	-0.318	3.667021806355817e-14	13.96300030823285	1.122208262332271	1.122208262332271
1459	574.95	580.5	1.514	1.618	2.704	1.595	5.55	1.19	0.214	-1.121	1.539466680656133e-14	14.61878450826635	2.199266381203885	2.199266381203885
1479	401.25	402	-0.116	0.095	-0.407	0.078	0.75	0.292	0.389	-176.638	2.04852229484072e-14	14.43928155097557	1.783117172020627	-1.783117172020627
1498	443.55	444.6	0.209	-0.168	-0.264	0.322	1.05	0.681	0.649	133.964	6.723500835432522e-14	13.22667951641976	0.6532149302759062	-0.6532149302759062
1512	425.4	426.6	0.168	-1.161	-0.296	-0.607	1.2	0.723	0.602	129.949	3.470648576317138e-14	14.01588530730539	1.175025668552019	-1.175025668552019
1520	495.15	498.3	4.929	-0.364	2.105	-0.199	3.15	2.829	0.898	176.661	3.495824212512699e-15	15.22536730050808	5.704649500954585	-5.704649500954585
1520	500.7	503.85	1.73	-0.447	-0.5649999999999999	-0.628	3.15	2.302	0.731	-175.488	3.495824212512699e-15	15.22536730050808	5.704649500954585	-5.704649500954585
1520	505.65	506.55	-1.041	-0.248	-1.835	-0.291	0.9	0.795	0.883	-176.96	3.495824212512699e-15	15.22536730050808	5.704649500954585	-5.704649500954585
1520	508.95	509.7	-2.11	-0.296	-2.693	-0.346	0.75	0.585	0.78	-175.051	3.495824212512699e-15	15.22536730050808	5.704649500954585	-5.704649500954585
1520	511.8	513.9	-2.988	-0.299	-4.159	-0.091	2.1	1.189	0.5659999999999999	169.886	3.495824212512699e-15	15.22536730050808	5.704649500954585	-5.704649500954585
1524	505.2	506.4	-1.169	-0.198	-0.987	-0.108	1.2	0.203	0.169	26.471	2.472743986748756e-14	14.30362148219632	1.54367679542716	1.54367679542716
