trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle_deg	msd_y	L_um	F_pN_abs	F_pN		
1632	299.1	299.85	0.081	-0.57	-0.39	-0.6879999999999999	0.75	0.486	0.647	-165.918	1.735848303964289e-14	14.57018925143223	2.072961408135008	-2.072961408135008
1644	272.55	273.3	0.607	0.355	-0.318	0.16	0.75	0.945	1.26	-168.125	3.698029786960516e-14	13.97893641910265	1.13772950062097	-1.13772950062097
1680	312.3	313.35	0.608	0.046	-0.101	0.347	1.05	0.77	0.733	157.024	5.020645126236642e-14	13.64495778434006	0.8702959920949945	-0.8702959920949945
1734	324.15	325.5	2.91	0.302	1.619	0.019	1.35	1.322	0.979	-167.622	3.732845011541949e-14	13.96969383147311	1.12868722304722	-1.12868722304722
1734	325.8	327.45	1.262	0.171	-0.036	-0.002	1.65	1.31	0.794	-172.382	3.732845011541949e-14	13.96969383147311	1.12868722304722	-1.12868722304722
36	277.5	283.95	-0.272	0.27	-0.8139999999999999	0.116	6.45	0.5639999999999999	0.08699999999999999	-164.075	2.928003009227629e-14	14.19189823674547	1.381721501802255	-1.381721501802255
73	255	256.5	-0.049	0.145	-0.489	-0.107	1.5	0.507	0.338	-150.266	4.581873224951544e-14	13.75228968017782	0.9444952159010427	-0.9444952159010427
73	258.9	259.95	-0.627	-0.387	-1.281	-0.261	1.05	0.666	0.634	169.061	4.581873224951544e-14	13.75228968017782	0.9444952159010427	-0.9444952159010427
79	248.55	249.6	-0.159	-0.13	0.274	0.478	1.05	0.746	0.711	54.542	5.447691988895085e-14	13.5431217791925	0.8079867584915945	0.8079867584915945
79	250.5	251.55	0.423	0.434	0.735	0.188	1.05	0.397	0.378	-38.264	5.447691988895085e-14	13.5431217791925	0.8079867584915945	0.8079867584915945
104	253.95	255	-1.162	0.466	-1.516	0.531	1.05	0.36	0.343	169.576	3.07220191896781e-14	14.15062735954258	1.32846369597837	-1.32846369597837
104	285.6	286.95	-2.887	0.62	-3.261	0.5580000000000001	1.35	0.379	0.281	-170.47	3.07220191896781e-14	14.15062735954258	1.32846369597837	-1.32846369597837
113	282.3	283.65	-0.058	0.0004	0.723	-0.341	1.35	0.852	0.631	-23.602	3.738108157574204e-14	13.96829913046832	1.127332445187056	1.127332445187056
113	287.1	288.15	0.803	-0.26	1.4	0.1	1.05	0.697	0.664	31.121	3.738108157574204e-14	13.96829913046832	1.127332445187056	1.127332445187056
115	230.1	230.85	-0.218	-0.334	-0.487	-0.132	0.75	0.336	0.448	143.151	1.037765962574871e-14	14.84670475759163	2.984110473805766	-2.984110473805766
126	263.1	263.85	-1.162	-0.06	-1.455	-0.003	0.75	0.298	0.398	168.998	1.730240289987831e-14	14.57218534615764	2.077928187594352	-2.077928187594352
126	269.7	271.5	-2.241	-0.01	-3.553	0.12	1.8	1.318	0.732	174.326	1.730240289987831e-14	14.57218534615764	2.077928187594352	-2.077928187594352
130	209.1	210.6	-0.089	-0.029	-0.387	-0.093	1.5	0.305	0.203	-167.902	1.681147485619835e-14	14.58977967709761	2.122507644786281	-2.122507644786281
259	251.4	252.9	0.06900000000000001	0.184	-0.62	-0.054	1.5	0.729	0.486	-160.974	3.031414059079174e-14	14.16222819322124	1.343108756669325	-1.343108756669325
259	260.1	262.35	-0.9389999999999999	0.054	-2.262	-0.314	2.25	1.373	0.61	-164.434	3.031414059079174e-14	14.16222819322124	1.343108756669325	-1.343108756669325
259	265.2	266.85	-2.358	-0.553	-3.278	0.053	1.65	1.101	0.667	146.656	3.031414059079174e-14	14.16222819322124	1.343108756669325	-1.343108756669325
259	279.6	280.8	-4.131	-0.761	-5.099	-0.092	1.2	1.177	0.981	145.352	3.031414059079174e-14	14.16222819322124	1.343108756669325	-1.343108756669325
291	246.75	247.8	0.047	-0.213	-0.742	-0.075	1.05	0.801	0.763	170.06	1.761765659675012e-14	14.56100001351893	2.050329406884809	-2.050329406884809
291	256.05	257.7	-1.651	-0.025	-2.659	-0.168	1.65	1.018	0.617	-171.922	1.761765659675012e-14	14.56100001351893	2.050329406884809	-2.050329406884809
291	269.4	270.6	-4.601	-0.44	-5.505	-0.48	1.2	0.905	0.754	-177.427	1.761765659675012e-14	14.56100001351893	2.050329406884809	-2.050329406884809
291	274.95	278.85	-6.118	-0.5679999999999999	-8.218999999999999	-0.612	3.9	2.101	0.539	-178.798	1.761765659675012e-14	14.56100001351893	2.050329406884809	-2.050329406884809
318	382.35	383.4	-0.388	-0.0007	-0.209	-0.043	1.05	0.184	0.175	-13.239	8.783171425005155e-15	14.92145262070673	3.337049255441006	3.337049255441006
318	384.6	385.5	-0.176	-0.151	-0.03	0.098	0.9	0.288	0.32	59.525	8.783171425005155e-15	14.92145262070673	3.337049255441006	3.337049255441006
318	387.45	388.35	0.25	0.029	0.458	0.041	0.9	0.208	0.231	3.274	8.783171425005155e-15	14.92145262070673	3.337049255441006	3.337049255441006
318	390.15	392.25	0.514	-0.056	1.404	-0.138	2.1	0.894	0.426	-5.241	8.783171425005155e-15	14.92145262070673	3.337049255441006	3.337049255441006
318	393.15	395.85	1.554	-0.109	2.568	-0.168	2.7	1.016	0.376	-3.325	8.783171425005155e-15	14.92145262070673	3.337049255441006	3.337049255441006
318	396	396.75	2.634	-0.077	2.856	-0.28	0.75	0.301	0.402	-42.56	8.783171425005155e-15	14.92145262070673	3.337049255441006	3.337049255441006
405	276.3	277.35	-0.101	-0.165	0.201	-0.299	1.05	0.33	0.315	-23.94	2.032425874326047e-14	14.46823168941863	1.841610628947137	1.841610628947137
410	332.4	340.8	-1.346	-0.051	1.171	0.07099999999999999	8.4	2.52	0.3	2.779	3.258757848139391e-14	14.09825775992296	1.265330110575385	1.265330110575385
411	270	271.05	-0.03	-0.242	-0.449	-0.204	1.05	0.421	0.401	174.811	5.598515719670132e-14	13.50770365756547	0.7879416172455574	-0.7879416172455574
425	213	213.75	-0.09	-0.274	-0.349	0.025	0.75	0.396	0.528	130.879	8.753653100464679e-15	14.92289779659785	3.344488999853097	-3.344488999853097
433	351.9	360.75	-2.586	-0.143	0.272	-0.256	8.85	2.86	0.323	-2.247	3.351668990616257e-14	14.07257509792445	1.236051551381251	1.236051551381251
433	366.9	369.3	0.832	-0.349	1.886	-0.5679999999999999	2.4	1.076	0.448	-11.709	3.351668990616257e-14	14.07257509792445	1.236051551381251	1.236051551381251
433	371.85	373.5	2.446	-0.432	3.235	-0.464	1.65	0.79	0.479	-2.289	3.351668990616257e-14	14.07257509792445	1.236051551381251	1.236051551381251
433	382.8	387.9	4.376	-0.529	6.444	-0.782	5.1	2.083	0.409	-6.971	3.351668990616257e-14	14.07257509792445	1.236051551381251	1.236051551381251
433	391.65	393.75	7.088	-0.8080000000000001	7.936	-0.636	2.1	0.865	0.412	11.459	3.351668990616257e-14	14.07257509792445	1.236051551381251	1.236051551381251
469	230.85	232.05	-0.218	0.068	-0.588	-0.064	1.2	0.393	0.327	-160.366	1.910585296608266e-14	14.5093079962843	1.929804497667789	-1.929804497667789
469	239.1	240.75	-0.663	-0.025	-1.869	0.115	1.65	1.214	0.736	173.367	1.910585296608266e-14	14.5093079962843	1.929804497667789	-1.929804497667789
474	275.55	277.05	-0.778	-0.165	-1.527	0.065	1.5	0.784	0.522	162.926	1.274680276718141e-14	14.74529278513566	2.589372504043101	-2.589372504043101
474	279.45	280.5	-1.682	-0.06	-2.185	0.022	1.05	0.51	0.485	170.755	1.274680276718141e-14	14.74529278513566	2.589372504043101	-2.589372504043101
474	280.95	281.85	-2.362	0.365	-2.913	-0.08400000000000001	0.9	0.71	0.789	-140.854	1.274680276718141e-14	14.74529278513566	2.589372504043101	-2.589372504043101
474	283.2	284.1	-3.031	-0.075	-3.341	0.067	0.9	0.341	0.379	155.29	1.274680276718141e-14	14.74529278513566	2.589372504043101	-2.589372504043101
481	391.95	393.15	-2.38	-0.181	-1.421	-0.539	1.2	1.024	0.853	-20.473	2.244953908369135e-14	14.39892036794983	1.706215717789629	1.706215717789629
481	394.35	396.75	-1.168	-0.249	0.048	0.038	2.4	1.249	0.521	13.288	2.244953908369135e-14	14.39892036794983	1.706215717789629	1.706215717789629
481	397.95	399.45	0.508	-0.163	1.051	0.298	1.5	0.712	0.475	40.318	2.244953908369135e-14	14.39892036794983	1.706215717789629	1.706215717789629
522	239.25	240.75	-0.668	-0.093	-1.283	-0.108	1.5	0.615	0.41	-178.586	1.141974764264725e-14	14.80086927191204	2.795075319374145	-2.795075319374145
522	240.9	242.4	-1.35	-0.068	-2.361	-0.061	1.5	1.011	0.674	179.6	1.141974764264725e-14	14.80086927191204	2.795075319374145	-2.795075319374145
567	255.9	258.15	-1.983	-0.191	-2.823	-0.217	2.25	0.84	0.374	-178.251	1.026449386089129e-14	14.85181388798562	3.006382629085365	-3.006382629085365
587	245.85	247.95	-0.45	-0.15	-1.32	-0.07099999999999999	2.1	0.874	0.416	174.762	1.305491876855081e-14	14.7327820792855	2.546256157906442	-2.546256157906442
588	246.6	247.35	0.31	0.142	0.608	-0.711	0.75	0.904	1.206	-70.75700000000001	6.489763595041327e-14	13.30337286282304	0.6861646029776814	0.6861646029776814
595	325.65	327.3	-0.331	-0.352	0.258	0.08599999999999999	1.65	0.734	0.445	36.61	5.419378598830915e-14	13.5498010827318	0.8118564982371467	0.8118564982371467
606	246.45	248.1	-0.357	-0.141	-0.917	0.213	1.65	0.662	0.401	147.728	1.980838094788888e-14	14.48549543331663	1.877907287306057	-1.877907287306057
616	296.1	297	-2.388	-1.465	-5.343	-2.095	0.9	3.021	3.357	-167.977	2.064314224055217e-14	14.45765041441469	1.819893782389037	-1.819893782389037
626	254.1	255	-0.618	-0.394	-1.041	-0.368	0.9	0.424	0.471	176.57	1.797828696109693e-14	14.54830905852391	2.019690741202347	-2.019690741202347
626	270.15	270.9	-1.938	-0.16	-2.186	-0.08400000000000001	0.75	0.259	0.346	162.982	1.797828696109693e-14	14.54830905852391	2.019690741202347	-2.019690741202347
626	280.8	282	-2.278	-0.099	-3.145	-0.143	1.2	0.868	0.723	-177.099	1.797828696109693e-14	14.54830905852391	2.019690741202347	-2.019690741202347
635	291.3	292.5	-0.008	-0.311	-0.451	-0.46	1.2	0.467	0.389	-161.417	4.99964715757847e-14	13.65002853997626	0.8735934711936364	-0.8735934711936364
649	261.9	264.45	1.345	-0.204	2.201	-0.152	2.55	0.858	0.336	3.493	1.338218392434693e-14	14.71964218067984	2.502141519985538	2.502141519985538
655	302.25	303.45	0.132	-0.047	0.876	0.11	1.2	0.76	0.634	11.913	2.153483510615423e-14	14.42841053565082	1.761887582032709	1.761887582032709
658	272.25	273	-0.224	-0.08799999999999999	0.092	-0.108	0.75	0.317	0.422	-3.658	2.178643050056612e-14	14.42024966484734	1.746204854730584	1.746204854730584
658	274.5	276	0.444	-0.234	1.365	-0.353	1.5	0.929	0.619	-7.412	2.178643050056612e-14	14.42024966484734	1.746204854730584	1.746204854730584
664	212.85	213.6	-0.643	-0.104	-0.779	-0.079	0.75	0.138	0.184	169.438	4.578886120696919e-15	15.16245406288611	5.040119720510764	-5.040119720510764
700	288.45	289.65	-0.916	-0.324	-1.369	-0.312	1.2	0.453	0.378	178.551	2.723234590913855e-14	14.25181763968136	1.465127447589786	-1.465127447589786
703	302.1	308.85	-0.083	0.181	-0.595	0.017	6.75	0.537	0.08	-162.291	2.680581507228794e-14	14.26450833888325	1.483790158015813	-1.483790158015813
708	231.3	233.4	-0.525	-0.216	-1.157	-0.383	2.1	0.654	0.311	-165.241	4.607948231811514e-15	15.16043551808885	5.020773143340393	-5.020773143340393
717	267.9	268.65	0.014	-0.095	-1.125	-0.32	0.75	1.161	1.548	-168.82	5.149378323236403e-14	13.61400491555255	0.8505830705551313	-0.8505830705551313
717	270.15	270.9	-1.671	-0.127	-2.624	0.322	0.75	1.053	1.405	154.774	5.149378323236403e-14	13.61400491555255	0.8505830705551313	-0.8505830705551313
717	273.6	275.4	-2.81	0.034	-3.395	0.198	1.8	0.607	0.337	164.408	5.149378323236403e-14	13.61400491555255	0.8505830705551313	-0.8505830705551313
722	342.6	343.8	0.019	-0.005	0.592	0.08	1.2	0.579	0.483	8.381	3.494866916965112e-14	14.03347505024759	1.193451499945803	1.193451499945803
724	300.15	310.05	-1.139	-0.195	-5.251	-0.043	9.9	4.115	0.416	177.874	1.075966550237811e-14	14.82965535127223	2.911579292072695	-2.911579292072695
728	341.25	343.65	-0.141	-0.227	0.787	-0.156	2.4	0.931	0.388	4.365	1.455568545292519e-13	11.63112718664873	0.295294521868107	0.295294521868107
728	375.3	376.2	4.638	-0.735	4.993	-0.697	0.9	0.357	0.397	6.053	1.455568545292519e-13	11.63112718664873	0.295294521868107	0.295294521868107
738	285	285.75	-0.212	0.116	-0.01	-0.512	0.75	0.66	0.88	-72.179	1.122581082418316e-13	12.30130125826412	0.3946360878123909	0.3946360878123909
745	237.6	238.5	-0.651	-0.078	-1.159	-0.083	0.9	0.508	0.5639999999999999	-179.477	1.26488242536165e-14	14.74930040412145	2.603420293398965	-2.603420293398965
745	238.8	239.7	-0.959	-0.066	-1.586	-0.266	0.9	0.658	0.732	-162.23	1.26488242536165e-14	14.74930040412145	2.603420293398965	-2.603420293398965
746	207.45	208.95	-0.232	-0.216	0.385	-0.184	1.5	0.618	0.412	2.942	2.27585867381149e-14	14.38906589855342	1.688214238920928	1.688214238920928
769	228.9	231.15	-1.23	-0.057	-2.179	-0.312	2.25	0.983	0.437	-164.992	2.586815695419389e-14	14.29267924256536	1.526552493513172	-1.526552493513172
776	292.65	294.75	-2.211	-0.021	-3.783	0.232	2.1	1.592	0.758	170.849	5.621124820922823e-14	13.50241733096293	0.7850167036734003	-0.7850167036734003
776	302.1	303.15	-6.206	0.032	-6.895	0.063	1.05	0.6899999999999999	0.657	177.411	5.621124820922823e-14	13.50241733096293	0.7850167036734003	-0.7850167036734003
776	306.45	307.8	-7.043	0.155	-8.172000000000001	0.495	1.35	1.179	0.873	163.241	5.621124820922823e-14	13.50241733096293	0.7850167036734003	-0.7850167036734003
789	274.05	276.15	-1.011	-0.015	-1.945	-0.181	2.1	0.949	0.452	-169.879	2.14918379139749e-14	14.42980905812136	1.764596854615757	-1.764596854615757
791	358.65	360.75	0.953	0.196	2.014	0.108	2.1	1.065	0.507	-4.709	1.182432748244175e-14	14.78361746891341	2.728627793920079	2.728627793920079
791	363.3	364.5	2.344	0.099	2.792	0.138	1.2	0.45	0.375	5.011	1.182432748244175e-14	14.78361746891341	2.728627793920079	2.728627793920079
798	280.05	281.4	-0.958	-0.287	-2.049	-0.323	1.35	1.092	0.8090000000000001	-178.108	1.996884140555131e-14	14.48010598871799	1.866458955238507	-1.866458955238507
798	283.35	284.25	-2.528	0.172	-2.741	0.405	0.9	0.315	0.35	132.496	1.996884140555131e-14	14.48010598871799	1.866458955238507	-1.866458955238507
805	235.2	236.25	-0.408	-0.19	-0.799	-0.08500000000000001	1.05	0.405	0.386	165.007	8.425657219324487e-15	14.93912555552856	3.429791808745465	-3.429791808745465
807	344.4	346.5	-0.447	0.552	0.098	0.639	2.1	0.552	0.263	9.064	1.280852149835825e-14	14.74277564178554	2.580608348316304	2.580608348316304
822	218.4	219.3	-0.177	-0.2	-0.015	-0.42	0.9	0.273	0.304	-53.643	1.714862586734692e-14	14.57767313747827	2.091677596253035	2.091677596253035
825	218.1	219.15	-0.232	0.014	0.016	-0.291	1.05	0.393	0.374	-50.857	1.708359239662941e-14	14.58000033374312	2.097550429722002	2.097550429722002
829	297.6	298.35	-0.024	0.182	0.118	-0.116	0.75	0.33	0.44	-64.506	2.954670566219075e-14	14.18421074702017	1.371553756712028	1.371553756712028
832	298.35	300	-0.25	-0.123	-0.9379999999999999	-0.145	1.65	0.6879999999999999	0.417	-178.17	1.268157446934463e-14	14.74795922077444	2.598706149908443	-2.598706149908443
832	324.9	325.8	-2.284	-1.254	-2.629	-1.194	0.9	0.35	0.389	170.171	1.268157446934463e-14	14.74795922077444	2.598706149908443	-2.598706149908443
832	326.7	327.45	-3.375	-1.067	-4.463	-0.677	0.75	1.156	1.541	160.293	1.268157446934463e-14	14.74795922077444	2.598706149908443	-2.598706149908443
832	332.85	334.05	-4.625	0.203	-3.441	-0.017	1.2	1.204	1.004	-10.539	1.268157446934463e-14	14.74795922077444	2.598706149908443	2.598706149908443
840	293.1	295.05	0.099	-0.181	-0.6929999999999999	-0.101	1.95	0.796	0.408	174.221	1.391507722910044e-14	14.6985572403872	2.4337548656719	-2.4337548656719
840	295.5	297	-0.6899999999999999	-0.112	-1.866	-0.035	1.5	1.179	0.786	176.253	1.391507722910044e-14	14.6985572403872	2.4337548656719	-2.4337548656719
840	323.1	323.85	-2.683	0.06	-3.45	-0.171	0.75	0.801	1.068	-163.269	1.391507722910044e-14	14.6985572403872	2.4337548656719	-2.4337548656719
848	286.8	287.55	-0.109	0.016	-0.7	0.125	0.75	0.601	0.801	169.526	1.583347896726363e-14	14.62550842214785	2.21766785983769	-2.21766785983769
857	247.8	249.3	-0.208	-0.175	-0.043	-0.051	1.5	0.207	0.138	36.986	8.541627125496044e-15	14.93335176078707	3.399065688678268	3.399065688678268
857	251.55	252.75	-0.09	-0.06900000000000001	0.01	-0.207	1.2	0.17	0.142	-54.079	8.541627125496044e-15	14.93335176078707	3.399065688678268	3.399065688678268
857	253.35	254.4	0.005	0.038	0.091	0.01	1.05	0.09	0.08599999999999999	-17.633	8.541627125496044e-15	14.93335176078707	3.399065688678268	3.399065688678268
857	254.55	255.3	0.093	-0.091	0.202	-0.137	0.75	0.119	0.158	-23.156	8.541627125496044e-15	14.93335176078707	3.399065688678268	3.399065688678268
859	252.15	253.05	-0.38	-0.15	-0.761	-0.076	0.9	0.388	0.431	168.932	1.348322336447183e-14	14.71561528712839	2.488855629634037	-2.488855629634037
859	257.25	259.2	-1.357	-0.146	-2.021	-0.351	1.95	0.695	0.356	-162.816	1.348322336447183e-14	14.71561528712839	2.488855629634037	-2.488855629634037
863	225	226.2	-0.181	-0.092	0.208	0.014	1.2	0.403	0.336	15.257	1.554504009343904e-14	14.6362291462734	2.247499006331822	2.247499006331822
868	277.5	282.45	-0.8129999999999999	0.352	0.325	0.015	4.95	1.187	0.24	-16.47	9.028345380385488e-14	12.75411123661795	0.4957854267943212	0.4957854267943212
868	288.45	293.25	1.155	-0.115	2.374	0.083	4.8	1.235	0.257	9.252000000000001	9.028345380385488e-14	12.75411123661795	0.4957854267943212	0.4957854267943212
868	299.25	302.25	2.965	0.04	4.054	-0.026	3	1.091	0.364	-3.442	9.028345380385488e-14	12.75411123661795	0.4957854267943212	0.4957854267943212
868	307.65	310.8	4.413	0.181	5.029	-0.247	3.15	0.75	0.238	-34.77	9.028345380385488e-14	12.75411123661795	0.4957854267943212	0.4957854267943212
872	283.05	283.8	0.055	-0.236	0.269	-0.106	0.75	0.25	0.334	31.225	3.203014386770854e-14	14.11379089618041	1.283562886941717	1.283562886941717
878	318.75	324.6	-2.02	-0.384	0.929	0.243	5.85	3.015	0.515	12.004	5.029509097855616e-14	13.6428191181208	0.8689110637077776	0.8689110637077776
878	326.7	328.35	1.617	0.186	2.67	0.118	1.65	1.055	0.64	-3.719	5.029509097855616e-14	13.6428191181208	0.8689110637077776	0.8689110637077776
889	305.55	307.05	-0.118	-0.129	0.621	0.01	1.5	0.752	0.501	10.667	9.15766047201037e-15	14.90332667140876	3.245837421575973	3.245837421575973
896	253.2	254.55	-0.852	0.376	-1.811	-0.116	1.35	1.078	0.798	-152.833	2.820848382041678e-14	14.22305204998791	1.424143478803721	-1.424143478803721
896	263.55	265.35	-2.062	-0.211	-3.44	-0.192	1.8	1.378	0.766	179.227	2.820848382041678e-14	14.22305204998791	1.424143478803721	-1.424143478803721
905	294.9	296.25	0.149	-0.425	0.928	-0.264	1.35	0.796	0.589	11.723	5.862057710316631e-14	13.44643933032474	0.7550611597141853	0.7550611597141853
905	306.3	307.8	3.488	-0.079	4.482	0.058	1.5	1.003	0.669	7.841	5.862057710316631e-14	13.44643933032474	0.7550611597141853	0.7550611597141853
920	296.7	298.5	-0.341	-0.214	0.597	-0.052	1.8	0.952	0.529	9.814	2.435668686549469e-14	14.3389292831571	1.601000637626464	1.601000637626464
920	304.2	306.6	1.488	-0.08799999999999999	1.936	0.135	2.4	0.5	0.208	26.426	2.435668686549469e-14	14.3389292831571	1.601000637626464	1.601000637626464
923	303.3	304.35	-0.324	0.008	-1.054	-0.157	1.05	0.748	0.713	-167.315	4.995331249702734e-14	13.65107155701232	0.8742741608164011	-0.8742741608164011
923	308.25	309.15	-2.446	-0.247	-3.247	0.351	0.9	1	1.111	143.237	4.995331249702734e-14	13.65107155701232	0.8742741608164011	-0.8742741608164011
923	312	313.35	-3.699	-0.418	-4.88	-0.094	1.35	1.225	0.907	164.662	4.995331249702734e-14	13.65107155701232	0.8742741608164011	-0.8742741608164011
923	329.85	331.5	-5.771	-0.183	-6.74	-0.5629999999999999	1.65	1.041	0.631	-158.554	4.995331249702734e-14	13.65107155701232	0.8742741608164011	-0.8742741608164011
923	334.65	335.4	-6.647	-0.752	-7.759	-0.727	0.75	1.112	1.483	178.701	4.995331249702734e-14	13.65107155701232	0.8742741608164011	-0.8742741608164011
926	274.5	275.7	0.574	-0.28	-0.055	-0.306	1.2	0.63	0.525	-177.663	5.296723918400003e-14	13.57885110568346	0.8290295355120865	-0.8290295355120865
926	287.7	288.75	-0.413	-0.004	-0.872	-0.49	1.05	0.668	0.636	-133.378	5.296723918400003e-14	13.57885110568346	0.8290295355120865	-0.8290295355120865
926	314.4	315.75	-2.126	-0.528	-1.757	-0.309	1.35	0.429	0.318	30.669	5.296723918400003e-14	13.57885110568346	0.8290295355120865	0.8290295355120865
930	312.6	313.8	-0.53	0.124	-1.079	-0.096	1.2	0.592	0.493	-158.121	5.069852247283135e-14	13.633099221586	0.8626600020860655	-0.8626600020860655
930	332.1	333.6	-0.956	0.08400000000000001	-1.884	-0.317	1.5	1.011	0.674	-156.626	5.069852247283135e-14	13.633099221586	0.8626600020860655	-0.8626600020860655
935	238.2	239.4	0.005	0.058	-0.904	-0.034	1.2	0.914	0.761	-174.22	5.058805087408954e-14	13.63575855610985	0.8643632674715503	-0.8643632674715503
935	258.3	265.8	-0.8129999999999999	0.021	-9.518000000000001	0.196	7.5	8.707000000000001	1.161	178.848	5.058805087408954e-14	13.63575855610985	0.8643632674715503	-0.8643632674715503
935	321.75	322.8	-10.131	-0.036	-12.736	-0.093	1.05	2.606	2.482	-178.75	5.058805087408954e-14	13.63575855610985	0.8643632674715503	-0.8643632674715503
