 	no	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory	x_corr[um]	y_corr[um]	Time	st dev x	st dev y
36	33827	30.757	94.179	262.672	856.999	0.765	0.532	536	26	-0.218	-0.004	80.400	0.055	0.104
37	33828	30.281	89.951	262.585	857.117	0.794	0.567	537	26	-0.356	0.164	80.550	0.070	0.106
38	33829	30.556	88.850	262.659	856.990	0.771	0.539	538	26	-0.223	-0.031	80.700	0.070	0.105
39	33830	30.644	90.739	262.674	856.913	0.752	0.527	539	26	-0.206	-0.155	80.850	0.070	0.114
40	33831	30.418	90.101	262.619	857.093	0.781	0.572	540	26	-0.299	0.134	81.000	0.074	0.116
41	33832	30.177	78.288	262.640	857.256	0.800	0.654	541	26	-0.259	0.395	81.150	0.076	0.134
42	33833	30.301	82.219	262.702	857.234	0.776	0.626	542	26	-0.150	0.347	81.300	0.076	0.146
43	33834	30.273	84.907	262.652	857.146	0.804	0.581	543	26	-0.222	0.216	81.450	0.075	0.147
44	33835	30.388	86.799	262.707	857.116	0.778	0.577	544	26	-0.150	0.155	81.600	0.074	0.147
45	33836	30.662	87.857	262.720	857.155	0.757	0.579	545	26	-0.106	0.209	81.750	0.076	0.147
46	33837	30.652	96.604	262.749	857.073	0.738	0.546	546	26	-0.082	0.094	81.900	0.079	0.139
47	33838	30.465	94.836	262.690	857.131	0.759	0.575	547	26	-0.163	0.192	82.050	0.079	0.141
48	33839	30.723	94.479	262.715	857.018	0.736	0.543	548	26	-0.124	0.013	82.200	0.079	0.141
49	33840	30.907	96.613	262.843	857.003	0.705	0.530	549	26	0.082	-0.007	82.350	0.096	0.138
50	33841	30.835	98.422	262.745	856.958	0.716	0.527	550	26	-0.061	-0.073	82.500	0.096	0.143
51	33842	30.633	96.200	262.718	857.070	0.742	0.557	551	26	-0.094	0.111	82.650	0.095	0.143
52	33843	30.406	91.875	262.652	857.172	0.752	0.603	552	26	-0.224	0.281	82.800	0.095	0.149
53	33844	30.392	91.186	262.732	857.147	0.748	0.577	553	26	-0.098	0.242	82.950	0.095	0.152
54	33845	30.279	86.586	262.643	857.163	0.775	0.591	554	26	-0.234	0.263	83.100	0.097	0.151
55	33846	30.871	91.144	262.624	857.112	0.764	0.568	555	26	-0.257	0.189	83.250	0.098	0.144
56	33847	30.788	92.583	262.670	857.142	0.758	0.576	556	26	-0.159	0.213	83.400	0.098	0.141
57	33848	30.724	93.093	262.708	857.156	0.753	0.580	557	26	-0.090	0.248	83.550	0.089	0.142
58	33849	30.526	92.121	262.657	857.093	0.765	0.563	558	26	-0.172	0.136	83.700	0.088	0.136
59	33850	30.601	90.964	262.710	857.112	0.766	0.576	559	26	-0.085	0.160	83.850	0.088	0.114
60	33851	30.760	86.399	262.647	857.122	0.787	0.574	560	26	-0.213	0.171	84.000	0.082	0.114
61	33852	30.646	97.846	262.714	857.059	0.739	0.544	561	26	-0.118	0.071	84.150	0.077	0.104
62	33853	30.617	95.975	262.738	857.000	0.731	0.543	562	26	-0.099	-0.008	84.300	0.078	0.100
63	33854	30.382	91.748	262.666	856.944	0.758	0.530	563	26	-0.214	-0.107	84.450	0.077	0.114
64	33855	30.546	87.875	262.662	857.096	0.753	0.564	564	26	-0.201	0.140	84.600	0.079	0.113
65	33856	30.425	93.225	262.705	857.154	0.761	0.585	565	26	-0.115	0.226	84.750	0.078	0.114
66	33857	30.608	99.325	262.740	857.112	0.728	0.551	566	26	-0.059	0.172	84.900	0.080	0.114
67	33858	30.483	82.906	262.669	857.160	0.791	0.575	567	26	-0.177	0.256	85.050	0.080	0.117
68	33859	30.256	85.502	262.648	857.145	0.777	0.587	568	26	-0.204	0.230	85.200	0.081	0.115
69	33860	30.236	88.378	262.627	857.074	0.781	0.569	569	26	-0.251	0.106	85.350	0.066	0.110
70	33861	30.721	94.312	262.698	856.943	0.729	0.520	570	26	-0.139	-0.107	85.500	0.062	0.114
71	33862	30.775	95.941	262.684	856.927	0.732	0.536	571	26	-0.163	-0.122	85.650	0.060	0.129
72	33863	31.022	96.774	262.614	856.971	0.766	0.528	572	26	-0.272	-0.051	85.800	0.064	0.131
73	33864	30.169	87.828	262.672	857.168	0.740	0.606	573	26	-0.188	0.246	85.950	0.062	0.131
74	33865	30.099	81.491	262.690	857.226	0.778	0.635	574	26	-0.151	0.350	86.100	0.060	0.137
75	33866	30.213	90.962	262.644	857.086	0.755	0.558	575	26	-0.226	0.139	86.250	0.058	0.136
76	33867	30.703	92.596	262.705	856.920	0.737	0.529	576	26	-0.133	-0.109	86.400	0.058	0.144
77	33868	30.791	92.478	262.736	856.929	0.725	0.526	577	26	-0.080	-0.105	86.550	0.059	0.147
78	33869	30.796	91.284	262.743	857.049	0.733	0.559	578	26	-0.067	0.087	86.700	0.063	0.147
79	33870	31.154	93.098	262.743	857.084	0.739	0.562	579	26	-0.062	0.146	86.850	0.064	0.147
80	33871	32.561	91.787	262.734	857.007	0.744	0.558	580	26	-0.064	0.012	87.000	0.066	0.146
81	33872	33.083	91.027	262.688	857.026	0.755	0.541	581	26	-0.158	0.037	87.150	0.066	0.146
82	33873	31.201	92.505	262.730	857.047	0.737	0.538	582	26	-0.082	0.070	87.300	0.067	0.145
83	33874	30.629	92.251	262.767	856.959	0.724	0.528	583	26	-0.026	-0.054	87.450	0.070	0.142
84	33875	30.523	91.667	262.697	857.017	0.735	0.546	584	26	-0.138	0.035	87.600	0.069	0.142
85	33876	30.454	94.972	262.684	857.085	0.757	0.560	585	26	-0.167	0.138	87.750	0.069	0.138
86	33877	30.622	90.930	262.625	857.088	0.775	0.559	586	26	-0.257	0.155	87.900	0.071	0.138
87	33878	30.367	76.804	262.626	857.244	0.803	0.674	587	26	-0.240	0.396	88.050	0.074	0.150
88	33879	30.384	90.840	262.595	857.185	0.785	0.594	588	26	-0.275	0.305	88.200	0.078	0.155
89	33880	30.671	95.280	262.633	857.015	0.759	0.545	589	26	-0.231	0.018	88.350	0.076	0.156
90	33881	30.945	90.798	262.673	856.864	0.761	0.533	590	26	-0.150	-0.203	88.500	0.076	0.163
91	33882	30.872	94.470	262.703	856.953	0.732	0.523	591	26	-0.127	-0.053	88.650	0.077	0.159
92	33883	30.812	91.728	262.759	857.034	0.745	0.552	592	26	-0.011	0.077	88.800	0.078	0.156
93	33884	30.831	103.665	262.919	857.092	0.691	0.542	593	26	0.240	0.157	88.950	0.115	0.153
94	33885	30.705	93.343	262.752	857.025	0.736	0.544	594	26	-0.011	0.061	89.100	0.117	0.139
95	33886	30.747	95.002	262.742	856.871	0.721	0.530	596	26	-0.048	-0.196	89.400	0.115	0.150
96	33887	30.898	89.521	262.626	856.992	0.765	0.536	598	26	-0.192	0.013	89.700	0.116	0.145
97	33888	30.668	88.764	262.614	857.155	0.789	0.586	599	26	-0.226	0.280	89.850	0.119	0.148
98	33889	30.334	81.271	262.602	857.250	0.810	0.657	600	26	-0.217	0.416	90.000	0.120	0.167
99	33890	30.552	91.637	262.627	857.106	0.762	0.554	601	26	-0.177	0.175	90.150	0.120	0.168
100	33891	30.491	89.622	262.671	857.144	0.770	0.587	602	26	-0.109	0.254	90.300	0.119	0.170
101	33892	30.019	73.016	262.580	857.336	0.831	0.717	603	26	-0.273	0.547	90.450	0.123	0.196
102	33893	30.685	87.460	262.612	857.090	0.789	0.572	604	26	-0.240	0.176	90.600	0.125	0.196
103	33894	30.883	94.709	262.634	857.018	0.763	0.537	605	26	-0.198	0.059	90.750	0.122	0.192
104	33895	30.623	105.882	262.666	857.029	0.731	0.531	606	26	-0.143	0.073	90.900	0.122	0.191
105	33896	30.755	92.999	262.625	857.052	0.779	0.549	607	26	-0.230	0.108	91.050	0.123	0.191
106	33897	30.773	93.213	262.700	857.067	0.736	0.542	608	26	-0.099	0.149	91.200	0.122	0.191
107	33898	30.852	101.190	262.684	857.019	0.725	0.539	609	26	-0.142	0.066	91.350	0.120	0.182
108	33899	30.784	89.409	262.601	857.055	0.771	0.533	610	26	-0.286	0.125	91.500	0.120	0.176
109	33900	30.223	90.997	262.659	857.066	0.759	0.556	611	26	-0.184	0.124	91.650	0.119	0.175
110	33901	30.488	89.882	262.641	857.049	0.780	0.534	612	26	-0.221	0.108	91.800	0.120	0.158
111	33902	30.432	93.493	262.707	857.018	0.767	0.542	613	26	-0.126	0.061	91.950	0.120	0.152
112	33903	30.652	100.291	262.679	856.973	0.733	0.536	614	26	-0.151	-0.014	92.100	0.116	0.156
113	33904	30.611	94.561	262.684	857.051	0.764	0.541	615	26	-0.158	0.097	92.250	0.071	0.156
114	33905	30.413	86.039	262.667	857.142	0.764	0.585	616	26	-0.184	0.246	92.400	0.060	0.157
115	33906	30.665	96.063	262.714	857.089	0.723	0.551	617	26	-0.103	0.155	92.550	0.054	0.135
116	33907	30.841	95.331	262.769	857.007	0.701	0.516	618	26	-0.016	0.024	92.700	0.066	0.134
117	33908	30.828	100.238	262.768	857.032	0.717	0.533	619	26	-0.012	0.044	92.850	0.074	0.134
118	33909	31.045	94.398	262.798	857.028	0.702	0.526	620	26	0.031	0.049	93.000	0.084	0.120
119	33910	30.656	92.610	262.674	857.032	0.743	0.540	621	26	-0.154	0.052	93.150	0.084	0.121
120	33911	30.987	94.727	262.693	857.102	0.750	0.562	622	26	-0.147	0.166	93.300	0.084	0.117
121	33912	31.044	99.239	262.703	857.014	0.731	0.529	623	26	-0.130	0.012	93.450	0.079	0.064
122	33913	30.622	87.326	262.616	857.103	0.792	0.571	624	26	-0.266	0.164	93.600	0.081	0.063
123	33914	30.238	87.037	262.627	857.107	0.785	0.565	625	26	-0.238	0.177	93.750	0.082	0.065
124	33915	30.228	89.277	262.583	857.098	0.775	0.559	626	26	-0.316	0.161	93.900	0.091	0.066
125	33916	30.715	91.226	262.654	857.144	0.770	0.563	627	26	-0.198	0.219	94.050	0.090	0.071
126	33917	30.999	93.535	262.639	857.069	0.762	0.559	628	26	-0.215	0.092	94.200	0.089	0.070
127	33918	30.658	90.804	262.638	857.008	0.800	0.539	629	26	-0.235	-0.005	94.350	0.091	0.074
128	33919	30.707	91.190	262.641	857.035	0.758	0.531	630	26	-0.221	0.047	94.500	0.087	0.075
129	33920	30.690	89.290	262.565	857.051	0.789	0.558	631	26	-0.358	0.072	94.650	0.098	0.075
130	33921	31.046	88.416	262.622	857.083	0.783	0.575	632	26	-0.246	0.138	94.800	0.098	0.076
131	33922	31.158	88.399	262.597	857.114	0.807	0.568	633	26	-0.312	0.181	94.950	0.103	0.077
132	33923	31.791	92.521	262.687	857.035	0.767	0.547	634	26	-0.160	0.072	95.100	0.102	0.073
133	33924	32.224	95.408	262.697	857.033	0.735	0.522	635	26	-0.146	0.053	95.250	0.103	0.074
134	33925	31.595	95.804	262.670	856.980	0.765	0.537	636	26	-0.218	-0.027	95.400	0.103	0.072
135	33926	31.553	93.150	262.594	857.034	0.748	0.535	637	26	-0.332	0.065	95.550	0.106	0.070
136	33927	31.014	90.933	262.666	857.014	0.769	0.536	638	26	-0.221	0.027	95.700	0.098	0.070
137	33928	30.936	95.059	262.722	857.033	0.723	0.541	639	26	-0.124	0.054	95.850	0.089	0.070
138	33929	30.755	92.315	262.684	856.950	0.765	0.537	640	26	-0.198	-0.073	96.000	0.069	0.078
139	33930	30.866	98.399	262.763	856.958	0.715	0.536	641	26	-0.067	-0.062	96.150	0.076	0.084
140	33931	30.843	90.488	262.679	857.029	0.765	0.536	642	26	-0.197	0.048	96.300	0.074	0.082
141	33932	31.074	89.026	262.691	857.064	0.765	0.552	643	26	-0.177	0.119	96.450	0.072	0.082
142	33933	30.697	94.316	262.619	857.089	0.754	0.562	644	26	-0.300	0.154	96.600	0.073	0.081
143	33934	30.564	92.427	262.645	857.061	0.790	0.559	645	26	-0.249	0.113	96.750	0.073	0.078
144	33935	31.100	92.509	262.638	856.915	0.766	0.529	646	26	-0.257	-0.107	96.900	0.071	0.085
145	33936	30.633	84.812	262.645	856.873	0.767	0.559	647	26	-0.247	-0.173	97.050	0.070	0.091
146	33937	30.882	98.614	262.653	856.891	0.741	0.519	648	26	-0.237	-0.147	97.200	0.071	0.099
147	33938	30.600	93.855	262.604	856.960	0.760	0.531	649	26	-0.322	-0.034	97.350	0.074	0.100
148	33939	30.845	94.316	262.639	857.075	0.775	0.552	650	26	-0.260	0.155	97.500	0.074	0.104
149	33940	30.597	90.264	262.701	857.170	0.762	0.586	651	26	-0.165	0.298	97.650	0.069	0.119
150	33941	30.612	91.241	262.684	857.114	0.777	0.564	652	26	-0.197	0.217	97.800	0.069	0.124
151	33942	30.756	92.825	262.705	857.076	0.737	0.573	653	26	-0.155	0.147	97.950	0.067	0.122
152	33943	30.213	88.416	262.577	857.164	0.802	0.595	654	26	-0.365	0.275	98.100	0.074	0.133
153	33944	30.677	95.199	262.645	857.114	0.757	0.572	655	26	-0.272	0.207	98.250	0.072	0.137
154	33945	30.749	97.524	262.672	857.056	0.746	0.547	656	26	-0.233	0.116	98.400	0.072	0.136
155	33946	31.318	93.086	262.765	856.978	0.742	0.543	657	26	-0.075	-0.022	98.550	0.076	0.137
156	33947	30.852	88.633	262.649	857.118	0.791	0.569	658	26	-0.282	0.196	98.700	0.077	0.140
157	33948	31.071	91.699	262.694	857.075	0.755	0.548	659	26	-0.213	0.125	98.850	0.074	0.140
158	33949	31.564	90.204	262.642	857.067	0.774	0.557	660	26	-0.290	0.115	99.000	0.075	0.136
159	33950	31.844	93.161	262.728	856.933	0.726	0.524	661	26	-0.164	-0.106	99.150	0.067	0.139
160	33951	32.005	97.143	262.767	856.997	0.717	0.533	662	26	-0.100	-0.007	99.300	0.073	0.140
161	33952	31.748	98.090	262.717	857.016	0.728	0.537	663	26	-0.182	0.038	99.450	0.073	0.140
162	33953	31.853	92.322	262.651	857.050	0.753	0.535	664	26	-0.291	0.094	99.600	0.072	0.139
163	33954	31.138	91.426	262.624	857.052	0.779	0.557	665	26	-0.328	0.107	99.750	0.076	0.139
164	33955	31.279	93.347	262.708	856.876	0.730	0.531	666	26	-0.187	-0.184	99.900	0.076	0.145
165	33956	30.800	90.876	262.726	856.840	0.717	0.565	668	26	-0.162	-0.239	100.200	0.077	0.152
166	33957	30.628	93.848	262.740	857.113	0.741	0.553	669	26	-0.120	0.194	100.350	0.081	0.145
167	33958	30.483	90.454	262.672	857.150	0.763	0.571	670	26	-0.237	0.271	100.500	0.077	0.148
168	33959	30.794	81.519	262.640	857.209	0.795	0.619	671	26	-0.301	0.351	100.650	0.079	0.158
169	33960	30.579	84.374	262.703	857.254	0.740	0.644	672	26	-0.198	0.437	100.800	0.078	0.170
170	33961	30.683	85.407	262.683	857.177	0.762	0.605	673	26	-0.234	0.306	100.950	0.078	0.173
171	33962	30.765	97.107	262.653	857.088	0.759	0.542	674	26	-0.295	0.161	101.100	0.078	0.174
172	33963	31.459	96.219	262.707	857.108	0.735	0.552	675	26	-0.199	0.194	101.250	0.071	0.171
173	33964	31.892	93.545	262.730	857.035	0.744	0.537	676	26	-0.151	0.079	101.400	0.072	0.170
174	33965	32.813	94.034	262.694	857.030	0.752	0.542	677	26	-0.220	0.062	101.550	0.071	0.170
175	33966	32.142	88.062	262.697	856.963	0.767	0.536	678	26	-0.206	-0.045	101.700	0.064	0.171
176	33967	32.535	101.231	262.732	857.074	0.745	0.532	679	26	-0.157	0.147	101.850	0.063	0.170
177	33968	31.646	89.841	262.710	857.133	0.720	0.565	680	26	-0.180	0.237	102.000	0.064	0.172
178	33969	30.702	95.091	262.722	857.026	0.751	0.535	681	26	-0.154	0.077	102.150	0.062	0.173
179	33970	30.917	97.883	262.712	856.994	0.745	0.535	682	26	-0.198	0.024	102.300	0.061	0.166
180	33971	30.773	96.790	262.656	857.018	0.738	0.543	683	26	-0.268	0.064	102.450	0.058	0.164
181	33972	30.626	93.692	262.662	857.073	0.778	0.546	684	26	-0.272	0.153	102.600	0.058	0.163
182	33973	31.070	88.189	262.627	857.079	0.805	0.562	685	26	-0.305	0.183	102.750	0.060	0.164
183	33974	30.351	93.126	262.661	857.081	0.759	0.556	686	26	-0.234	0.167	102.900	0.054	0.164
184	33975	30.432	88.465	262.641	857.119	0.772	0.584	687	26	-0.271	0.228	103.050	0.055	0.147
185	33976	30.595	91.692	262.665	857.153	0.747	0.582	688	26	-0.240	0.283	103.200	0.054	0.117
186	33977	30.589	93.448	262.700	857.052	0.754	0.546	689	26	-0.165	0.132	103.350	0.050	0.118
187	33978	30.914	97.807	262.673	856.975	0.745	0.534	690	26	-0.202	-0.004	103.500	0.050	0.122
188	33979	30.610	88.255	262.686	857.085	0.776	0.560	691	26	-0.188	0.179	103.650	0.047	0.114
189	33980	30.666	90.423	262.710	857.091	0.756	0.545	692	26	-0.150	0.191	103.800	0.049	0.093
190	33981	31.701	90.696	262.622	857.012	0.781	0.540	693	26	-0.273	0.050	103.950	0.051	0.086
191	33982	30.705	94.132	262.606	857.079	0.751	0.553	694	26	-0.283	0.175	104.100	0.050	0.086
192	33983	30.770	94.310	262.650	857.077	0.746	0.555	695	26	-0.231	0.179	104.250	0.050	0.086
193	33984	30.739	96.248	262.588	857.059	0.782	0.535	696	26	-0.318	0.147	104.400	0.052	0.085
194	33985	30.417	92.183	262.602	857.009	0.778	0.537	697	26	-0.321	0.067	104.550	0.056	0.085
195	33986	30.516	90.529	262.622	856.973	0.766	0.547	698	26	-0.264	0.003	104.700	0.056	0.080
196	33987	30.547	91.202	262.572	857.102	0.768	0.553	699	26	-0.352	0.201	104.850	0.059	0.082
197	33988	30.687	87.535	262.596	857.104	0.777	0.568	700	26	-0.309	0.199	105.000	0.059	0.080
198	33989	30.269	93.071	262.579	857.127	0.784	0.581	701	26	-0.345	0.240	105.150	0.058	0.082
199	33990	30.238	89.642	262.654	857.029	0.776	0.545	702	26	-0.239	0.071	105.300	0.056	0.079
200	33991	30.542	87.535	262.671	857.094	0.759	0.557	703	26	-0.208	0.178	105.450	0.058	0.077
201	33992	30.710	94.751	262.616	857.067	0.762	0.560	704	26	-0.299	0.125	105.600	0.058	0.077
202	33993	30.768	91.773	262.747	857.099	0.735	0.568	705	26	-0.086	0.174	105.750	0.069	0.077
203	33994	30.889	96.428	262.702	857.008	0.744	0.538	706	26	-0.172	0.031	105.900	0.071	0.081
204	33995	30.633	96.516	262.604	857.024	0.776	0.545	707	26	-0.335	0.041	106.050	0.074	0.081
205	33996	30.564	86.831	262.784	857.172	0.739	0.591	708	26	-0.031	0.295	106.200	0.088	0.083
206	33997	30.988	93.201	262.777	857.164	0.729	0.584	709	26	-0.062	0.274	106.350	0.096	0.088
207	33998	30.520	92.426	262.751	857.132	0.726	0.564	710	26	-0.108	0.213	106.500	0.099	0.083
208	33999	30.396	94.757	262.639	857.097	0.775	0.559	711	26	-0.283	0.153	106.650	0.100	0.082
209	34000	30.400	94.937	262.708	857.091	0.746	0.547	712	26	-0.187	0.145	106.800	0.098	0.082
210	34001	30.593	97.891	262.632	857.052	0.743	0.539	713	26	-0.318	0.085	106.950	0.100	0.080
211	34002	30.655	92.928	262.647	856.916	0.736	0.527	714	26	-0.278	-0.135	107.100	0.100	0.102
212	34003	30.797	95.816	262.661	856.988	0.745	0.536	715	26	-0.250	-0.038	107.250	0.100	0.108
213	34004	30.393	92.087	262.674	857.127	0.771	0.567	716	26	-0.248	0.197	107.400	0.098	0.110
214	34005	30.243	90.222	262.732	857.111	0.734	0.588	717	26	-0.162	0.172	107.550	0.097	0.109
215	34006	30.825	94.572	262.752	856.990	0.724	0.532	718	26	-0.136	-0.028	107.700	0.099	0.111
216	34007	30.591	90.051	262.698	857.163	0.760	0.597	719	26	-0.226	0.236	107.850	0.094	0.113
217	34008	30.557	94.977	262.660	857.158	0.761	0.585	720	26	-0.279	0.231	108.000	0.092	0.114
218	34009	30.862	87.724	262.658	857.138	0.780	0.573	721	26	-0.288	0.196	108.150	0.089	0.112
219	34010	30.595	88.999	262.668	857.124	0.773	0.565	722	26	-0.261	0.181	108.300	0.089	0.112
220	34011	30.909	92.184	262.671	857.128	0.755	0.571	723	26	-0.262	0.180	108.450	0.090	0.112
221	34012	30.868	97.108	262.741	857.076	0.723	0.543	724	26	-0.155	0.106	108.600	0.088	0.112
222	34013	31.120	95.610	262.728	856.976	0.714	0.525	725	26	-0.162	-0.063	108.750	0.085	0.120
223	34014	31.048	94.440	262.696	856.957	0.745	0.534	726	26	-0.213	-0.086	108.900	0.084	0.127
224	34015	30.974	96.213	262.707	856.900	0.737	0.524	727	26	-0.194	-0.165	109.050	0.079	0.141
225	34016	31.120	94.988	262.653	856.895	0.748	0.528	729	26	-0.281	-0.177	109.350	0.069	0.148
226	34017	30.788	96.178	262.694	856.927	0.743	0.539	730	26	-0.217	-0.129	109.500	0.059	0.148
227	34018	30.628	97.656	262.716	857.059	0.733	0.542	731	26	-0.192	0.099	109.650	0.053	0.144
228	34019	30.917	94.621	262.750	856.972	0.723	0.536	732	26	-0.122	-0.036	109.800	0.056	0.144
229	34020	31.014	95.183	262.673	856.925	0.746	0.530	733	26	-0.230	-0.120	109.950	0.056	0.146
230	34021	31.134	98.484	262.623	857.066	0.743	0.544	734	26	-0.308	0.106	110.100	0.055	0.147
231	34022	31.361	94.771	262.522	856.967	0.766	0.534	735	26	-0.491	-0.049	110.250	0.081	0.143
232	34023	30.865	90.098	262.529	857.030	0.812	0.547	736	26	-0.477	0.055	110.400	0.097	0.142
233	34024	30.573	87.760	262.488	857.108	0.803	0.577	737	26	-0.522	0.175	110.550	0.115	0.140
234	34025	30.286	81.078	262.378	857.180	0.808	0.629	738	26	-0.705	0.294	110.700	0.150	0.149
235	34026	30.616	88.033	262.262	857.205	0.760	0.606	739	26	-0.894	0.343	110.850	0.198	0.161
236	34027	30.700	97.164	262.273	857.115	0.737	0.553	740	26	-0.869	0.193	111.000	0.231	0.159
237	34028	30.683	97.928	262.253	857.047	0.737	0.550	741	26	-0.900	0.092	111.150	0.260	0.154
238	34029	30.839	96.790	262.251	857.032	0.728	0.529	742	26	-0.904	0.079	111.300	0.283	0.151
239	34030	31.127	94.094	262.289	857.041	0.767	0.544	743	26	-0.843	0.070	111.450	0.296	0.148
240	34031	30.731	96.911	262.277	857.056	0.736	0.547	744	26	-0.874	0.099	111.600	0.307	0.146
241	34032	30.837	93.787	262.302	857.063	0.754	0.568	745	26	-0.826	0.102	111.750	0.306	0.145
242	34033	30.516	93.524	262.296	856.920	0.766	0.527	746	26	-0.833	-0.116	111.900	0.303	0.148
243	34034	30.415	86.994	262.343	857.064	0.796	0.567	747	26	-0.745	0.093	112.050	0.296	0.145
244	34035	30.584	94.460	262.313	857.083	0.765	0.560	748	26	-0.806	0.135	112.200	0.286	0.137
245	34036	30.852	97.788	262.208	857.109	0.721	0.559	749	26	-0.972	0.179	112.350	0.287	0.127
246	34037	30.845	106.550	262.171	857.128	0.713	0.542	750	26	-1.024	0.213	112.500	0.282	0.119
247	34038	30.770	94.212	262.166	857.063	0.705	0.529	751	26	-1.022	0.095	112.650	0.267	0.119
248	34039	30.415	96.851	262.215	857.092	0.732	0.561	752	26	-0.947	0.147	112.800	0.231	0.115
249	34040	30.696	90.647	262.176	857.174	0.730	0.583	753	26	-0.990	0.272	112.950	0.200	0.107
250	34041	30.678	86.224	262.259	857.130	0.761	0.563	754	26	-0.877	0.185	113.100	0.164	0.108
251	34042	30.434	89.420	262.212	857.173	0.753	0.590	755	26	-0.949	0.266	113.250	0.146	0.103
252	34043	30.156	91.205	262.221	857.131	0.730	0.561	756	26	-0.941	0.215	113.400	0.118	0.101
253	34044	30.489	94.919	262.187	857.103	0.714	0.545	757	26	-1.008	0.142	113.550	0.088	0.101
254	34045	31.415	98.897	262.176	857.053	0.704	0.530	758	26	-1.004	0.077	113.700	0.079	0.097
255	34046	30.720	100.209	262.211	857.080	0.712	0.541	759	26	-0.974	0.127	113.850	0.080	0.085
256	34047	30.475	93.096	262.205	857.111	0.719	0.566	760	26	-0.978	0.160	114.000	0.080	0.084
